,LogStartTime,LogID,PullNumber,PullDuration,BossPercentage,FightPercentage,LastPhase,LastPhaseIntermission,P2Glitch,P3Defamation
595,1675683587780,KgDzv9j4PHQfay1V,29,63639,48.29,94.82,1,0,N,N
596,1675683669930,KgDzv9j4PHQfay1V,30,326400,96.0,79.2,3,0,R,R
597,1675684116070,KgDzv9j4PHQfay1V,31,192405,65.32,86.53,2,0,M,N
598,1675684355454,KgDzv9j4PHQfay1V,32,45410,59.03,95.9,1,0,N,N
599,1675684420994,KgDzv9j4PHQfay1V,33,63346,46.83,94.68,1,0,N,N
600,1675684504883,KgDzv9j4PHQfay1V,34,189462,64.9,86.49,2,0,R,N
601,1675684737881,KgDzv9j4PHQfay1V,35,42529,60.05,96.0,1,0,N,N
602,1675685562968,KgDzv9j4PHQfay1V,36,280643,29.43,82.94,2,0,R,N
603,1675685886098,KgDzv9j4PHQfay1V,37,189217,62.98,86.29,2,0,R,N
604,1675686254083,KgDzv9j4PHQfay1V,38,250428,47.58,84.75,2,0,R,N
605,1675686615767,KgDzv9j4PHQfay1V,40,114861,11.98,91.19,1,0,N,N
606,1675686753647,KgDzv9j4PHQfay1V,41,60080,51.79,95.17,1,0,N,N
607,1675686842501,KgDzv9j4PHQfay1V,42,112803,15.65,91.56,1,0,N,N
608,1675686975828,KgDzv9j4PHQfay1V,43,100679,24.24,92.42,1,0,N,N
609,1675687640988,KgDzv9j4PHQfay1V,44,31004,100.0,100.0,1,0,N,N
610,1675687807827,KgDzv9j4PHQfay1V,45,47882,59.93,95.99,1,0,N,N
611,1675687874565,KgDzv9j4PHQfay1V,46,200887,64.24,86.42,2,0,M,N
612,1675688163955,KgDzv9j4PHQfay1V,47,71160,45.64,94.56,1,0,N,N
613,1675688258053,KgDzv9j4PHQfay1V,48,113819,14.05,91.4,1,0,N,N
614,1675688410150,KgDzv9j4PHQfay1V,49,196152,62.69,86.26,2,0,M,N
615,1675688627056,KgDzv9j4PHQfay1V,50,98284,23.45,92.34,1,0,N,N
616,1675688743545,KgDzv9j4PHQfay1V,51,110081,15.44,91.54,1,0,N,N
617,1675688871996,KgDzv9j4PHQfay1V,52,74924,33.54,93.35,1,0,N,N
618,1675689351020,KgDzv9j4PHQfay1V,53,197106,64.35,86.43,2,0,M,N
619,1675689590314,KgDzv9j4PHQfay1V,54,133961,0.11,90.01,1,0,N,N
620,1675689760284,KgDzv9j4PHQfay1V,55,192409,64.27,86.42,2,0,R,N
621,1675689971788,KgDzv9j4PHQfay1V,56,197947,64.8,86.48,2,0,R,N
622,1675690198268,KgDzv9j4PHQfay1V,57,198598,72.32,87.23,2,0,R,N
623,1675690476261,KgDzv9j4PHQfay1V,58,340445,92.49,78.49,3,0,M,R
624,1675691057982,KgDzv9j4PHQfay1V,59,93444,24.47,92.44,1,0,N,N
625,1675691173071,KgDzv9j4PHQfay1V,60,40293,68.62,96.86,1,0,N,N
626,1675691244831,KgDzv9j4PHQfay1V,61,108955,16.03,91.6,1,0,N,N
627,1675691375013,KgDzv9j4PHQfay1V,62,279848,10.71,81.07,2,0,M,N
628,1675850901005,kYvLA2CRwfnGTgHZ,1,102966,20.18,92.01,1,0,N,N
629,1675851022165,kYvLA2CRwfnGTgHZ,2,269050,33.43,83.34,2,0,R,N
630,1675851392704,kYvLA2CRwfnGTgHZ,3,54329,54.67,95.46,1,0,N,N
631,1675851469609,kYvLA2CRwfnGTgHZ,4,191493,69.48,86.94,2,0,R,N
632,1675851870351,kYvLA2CRwfnGTgHZ,5,204270,64.26,86.42,2,0,R,N
633,1675852105597,kYvLA2CRwfnGTgHZ,6,133947,0.05,90.0,1,0,N,N
634,1675852260105,kYvLA2CRwfnGTgHZ,7,348141,86.17,77.23,3,0,R,B
635,1675853133581,kYvLA2CRwfnGTgHZ,8,191013,61.99,86.19,2,0,R,N
636,1675853359442,kYvLA2CRwfnGTgHZ,9,64712,48.67,94.86,1,0,N,N
637,1675853447015,kYvLA2CRwfnGTgHZ,10,189069,64.9,86.49,2,0,M,N
638,1675853699562,kYvLA2CRwfnGTgHZ,11,94263,27.4,92.74,1,0,N,N
639,1675853820842,kYvLA2CRwfnGTgHZ,12,339882,87.96,77.59,3,0,R,B
640,1675854240139,kYvLA2CRwfnGTgHZ,13,84010,37.13,93.71,1,0,N,N
641,1675854356025,kYvLA2CRwfnGTgHZ,14,191923,63.61,86.36,2,0,R,N
642,1675855022058,kYvLA2CRwfnGTgHZ,16,66012,46.51,94.65,1,0,N,N
643,1675855110212,kYvLA2CRwfnGTgHZ,17,104496,18.98,91.89,1,0,N,N
644,1675855235535,kYvLA2CRwfnGTgHZ,18,196545,62.99,86.29,2,0,R,N
645,1675855481462,kYvLA2CRwfnGTgHZ,19,61321,50.48,95.04,1,0,N,N
646,1675855568850,kYvLA2CRwfnGTgHZ,20,93395,26.33,92.63,1,0,N,N
647,1675855711599,kYvLA2CRwfnGTgHZ,21,194936,63.93,86.39,2,0,M,N
648,1675855958348,kYvLA2CRwfnGTgHZ,22,40018,63.48,96.34,1,0,N,N
649,1675856023792,kYvLA2CRwfnGTgHZ,23,189904,63.64,86.36,2,0,R,N
650,1675856729419,kYvLA2CRwfnGTgHZ,24,194221,65.05,86.5,2,0,R,N
651,1675856968498,kYvLA2CRwfnGTgHZ,25,58683,50.82,95.08,1,0,N,N
652,1675857099029,kYvLA2CRwfnGTgHZ,27,231010,36.97,83.69,2,0,R,N
653,1675857362089,kYvLA2CRwfnGTgHZ,28,104252,20.89,92.08,1,0,N,N
654,1675857489315,kYvLA2CRwfnGTgHZ,29,337093,90.49,78.09,3,0,R,R
655,1675859501213,kYvLA2CRwfnGTgHZ,30,200194,63.39,86.33,2,0,M,N
656,1675859728574,kYvLA2CRwfnGTgHZ,31,190294,63.74,86.37,2,0,M,N
657,1675859939695,kYvLA2CRwfnGTgHZ,32,347310,80.48,76.09,3,0,R,R
658,1675860583738,kYvLA2CRwfnGTgHZ,33,103673,19.45,91.94,1,0,N,N
659,1675860712313,kYvLA2CRwfnGTgHZ,34,198535,63.13,86.31,2,0,R,N
660,1675860933835,kYvLA2CRwfnGTgHZ,35,92542,27.26,92.72,1,0,N,N
661,1675861063788,kYvLA2CRwfnGTgHZ,36,195504,63.99,86.39,2,0,R,N
662,1675861296594,kYvLA2CRwfnGTgHZ,37,354631,80.85,76.17,3,0,R,B
663,1675861709073,kYvLA2CRwfnGTgHZ,38,98863,24.21,92.42,1,0,N,N
664,1675862331325,kYvLA2CRwfnGTgHZ,39,61172,49.79,94.97,1,0,N,N
665,1675862414142,kYvLA2CRwfnGTgHZ,40,111744,15.95,91.59,1,0,N,N
666,1675862545585,kYvLA2CRwfnGTgHZ,41,54404,54.11,95.41,1,0,N,N
667,1675862746344,kYvLA2CRwfnGTgHZ,42,109751,14.12,91.41,1,0,N,N
668,1675862877519,kYvLA2CRwfnGTgHZ,43,133779,1.72,90.17,1,0,N,N
669,1675863039247,kYvLA2CRwfnGTgHZ,44,281889,6.02,80.6,2,0,M,N
670,1675863364894,kYvLA2CRwfnGTgHZ,45,195947,64.71,86.47,2,0,R,N
671,1675863993057,kYvLA2CRwfnGTgHZ,48,195846,67.1,86.71,2,0,M,N
672,1675864206619,kYvLA2CRwfnGTgHZ,49,199903,64.05,86.4,2,0,M,N
673,1675864465234,kYvLA2CRwfnGTgHZ,50,120944,6.85,90.68,1,0,N,N
674,1675864641875,kYvLA2CRwfnGTgHZ,51,54102,55.36,95.53,1,0,N,N
675,1675864711947,kYvLA2CRwfnGTgHZ,52,56654,55.05,95.5,1,0,N,N
676,1675864789547,kYvLA2CRwfnGTgHZ,53,190342,63.91,86.39,2,0,M,N
677,1676023540237,ZRgkXAqBCwF3tL8N,2,190799,64.31,86.43,2,0,M,N
678,1676023752501,ZRgkXAqBCwF3tL8N,3,184460,62.53,86.25,2,0,M,N
679,1676023980025,ZRgkXAqBCwF3tL8N,4,194556,63.49,86.34,2,0,M,N
680,1676024191835,ZRgkXAqBCwF3tL8N,5,118977,11.97,91.19,1,0,N,N
681,1676024331567,ZRgkXAqBCwF3tL8N,6,338513,91.71,78.34,3,0,R,B
682,1676024779292,ZRgkXAqBCwF3tL8N,7,31134,77.17,97.71,1,0,N,N
683,1676024869759,ZRgkXAqBCwF3tL8N,9,197052,63.36,86.33,2,0,R,N
684,1676025430380,ZRgkXAqBCwF3tL8N,11,355840,77.97,75.59,3,0,R,B
685,1676026327411,ZRgkXAqBCwF3tL8N,13,47970,59.42,95.94,1,0,N,N
686,1676026402056,ZRgkXAqBCwF3tL8N,14,39157,64.52,96.45,1,0,N,N
687,1676026457942,ZRgkXAqBCwF3tL8N,15,208075,59.68,85.96,2,0,R,N
688,1676456250438,9W2Kmva7GXMwgPq6,1,55589,52.4,95.24,1,0,N,N
689,1676456324778,9W2Kmva7GXMwgPq6,2,196778,64.76,86.47,2,0,R,N
690,1676456568042,9W2Kmva7GXMwgPq6,3,112026,13.92,91.39,1,0,N,N
691,1676456698029,9W2Kmva7GXMwgPq6,4,198757,63.88,86.38,2,0,R,N
692,1676456935037,9W2Kmva7GXMwgPq6,5,191992,64.78,86.47,2,0,R,N
693,1676457456250,9W2Kmva7GXMwgPq6,6,107538,16.52,91.65,1,0,N,N
694,1676457642561,9W2Kmva7GXMwgPq6,7,118832,8.57,90.85,1,0,N,N
695,1676457781647,9W2Kmva7GXMwgPq6,8,196731,66.13,86.61,2,0,R,N
696,1676457996540,9W2Kmva7GXMwgPq6,9,119218,11.88,91.18,1,0,N,N
697,1676458175662,9W2Kmva7GXMwgPq6,10,192138,63.92,86.39,2,0,M,N
698,1676458604772,9W2Kmva7GXMwgPq6,11,57190,51.37,95.13,1,0,N,N
699,1676458683269,9W2Kmva7GXMwgPq6,12,200514,64.5,86.45,2,0,M,N
700,1676459687502,9W2Kmva7GXMwgPq6,13,63350,48.29,94.82,1,0,N,N
701,1676459773454,9W2Kmva7GXMwgPq6,14,39698,63.51,96.35,1,0,N,N
702,1676459921395,9W2Kmva7GXMwgPq6,16,56876,55.14,95.51,1,0,N,N
703,1676460073126,9W2Kmva7GXMwgPq6,17,107987,20.05,92.0,1,0,N,N
704,1676460203481,9W2Kmva7GXMwgPq6,18,96365,28.1,92.81,1,0,N,N
705,1676460330056,9W2Kmva7GXMwgPq6,19,114438,15.48,91.54,1,0,N,N
706,1676460466889,9W2Kmva7GXMwgPq6,20,98204,24.7,92.47,1,0,N,N
707,1676460933253,9W2Kmva7GXMwgPq6,21,326794,97.33,79.46,3,0,R,R
708,1676461360705,9W2Kmva7GXMwgPq6,22,75935,46.53,94.65,1,0,N,N
709,1676461468905,9W2Kmva7GXMwgPq6,23,118439,10.42,91.04,1,0,N,N
710,1676461683309,9W2Kmva7GXMwgPq6,24,188472,65.48,86.54,2,0,M,N
711,1676461929922,9W2Kmva7GXMwgPq6,25,106299,22.81,92.28,1,0,N,N
712,1676462058376,9W2Kmva7GXMwgPq6,26,199184,65.34,86.53,2,0,M,N
713,1676465933576,9W2Kmva7GXMwgPq6,29,92115,26.65,92.66,1,0,N,N
714,1676466041365,9W2Kmva7GXMwgPq6,30,127085,9.98,90.99,1,0,N,N
715,1676466186779,9W2Kmva7GXMwgPq6,31,104773,18.75,91.87,1,0,N,N
716,1676466308316,9W2Kmva7GXMwgPq6,32,191187,64.86,86.48,2,0,M,N
717,1676466733904,9W2Kmva7GXMwgPq6,33,193388,64.82,86.48,2,0,M,N
718,1676467037602,9W2Kmva7GXMwgPq6,35,92424,28.88,92.88,1,0,N,N
719,1676467152515,9W2Kmva7GXMwgPq6,36,352636,78.16,75.63,3,0,M,B
720,1676467834574,9W2Kmva7GXMwgPq6,37,206057,60.92,86.09,2,0,R,N
721,1676468063294,9W2Kmva7GXMwgPq6,38,395339,56.64,71.32,3,0,M,B
722,1676468680991,9W2Kmva7GXMwgPq6,39,62752,50.59,95.05,1,0,N,N
723,1676468769586,9W2Kmva7GXMwgPq6,40,120096,11.49,91.14,1,0,N,N
724,1676468983706,9W2Kmva7GXMwgPq6,41,54560,53.65,95.36,1,0,N,N
725,1676469055793,9W2Kmva7GXMwgPq6,42,58427,52.59,95.25,1,0,N,N
726,1676469132112,9W2Kmva7GXMwgPq6,43,190559,64.74,86.47,2,0,M,N
727,1676469341182,9W2Kmva7GXMwgPq6,44,198792,63.26,86.32,2,0,R,N
728,1676542085736,xGzJhgj1bV826aRr,1,185002,61.55,86.15,2,0,R,N
729,1676542339906,xGzJhgj1bV826aRr,2,113807,14.25,91.42,1,0,N,N
730,1676542493627,xGzJhgj1bV826aRr,3,133984,0.18,90.01,1,0,N,N
731,1676542649968,xGzJhgj1bV826aRr,4,196662,63.35,86.33,2,0,M,N
732,1676542866125,xGzJhgj1bV826aRr,5,178928,65.03,86.5,2,0,M,N
733,1676543445480,xGzJhgj1bV826aRr,6,189437,63.11,86.31,2,0,R,N
734,1676543661151,xGzJhgj1bV826aRr,7,38651,65.52,96.55,1,0,N,N
735,1676543716822,xGzJhgj1bV826aRr,8,192176,63.56,86.35,2,0,M,N
736,1676543928065,xGzJhgj1bV826aRr,9,191616,65.24,86.52,2,0,R,N
737,1676544152364,xGzJhgj1bV826aRr,10,35838,99.96,99.99,1,0,N,N
738,1676544461486,xGzJhgj1bV826aRr,11,44864,58.77,95.87,1,0,N,N
739,1676544523731,xGzJhgj1bV826aRr,12,193055,62.58,86.25,2,0,M,N
740,1676544737106,xGzJhgj1bV826aRr,13,133938,0.25,90.02,1,0,N,N
741,1676544901947,xGzJhgj1bV826aRr,14,65212,48.74,94.87,1,0,N,N
742,1676544997795,xGzJhgj1bV826aRr,15,60918,49.4,94.94,1,0,N,N
743,1676545409793,xGzJhgj1bV826aRr,16,47493,58.43,95.84,1,0,N,N
744,1676545480693,xGzJhgj1bV826aRr,17,337786,90.24,78.04,3,0,R,B
745,1676546045374,xGzJhgj1bV826aRr,18,73628,44.12,94.41,1,0,N,N
746,1676546141017,xGzJhgj1bV826aRr,19,356432,77.33,75.46,3,0,R,R
747,1676546817638,xGzJhgj1bV826aRr,20,400801,49.29,69.85,3,0,R,R
748,1676547306108,xGzJhgj1bV826aRr,21,37211,63.46,96.34,1,0,N,N
749,1676547361814,xGzJhgj1bV826aRr,22,52079,55.6,95.56,1,0,N,N
750,1676547434998,xGzJhgj1bV826aRr,23,109945,16.14,91.61,1,0,N,N
751,1676547563858,xGzJhgj1bV826aRr,24,46425,58.19,95.81,1,0,N,N
752,1676547646462,xGzJhgj1bV826aRr,25,60268,52.14,95.21,1,0,N,N
753,1676548194289,xGzJhgj1bV826aRr,27,49277,58.44,95.84,1,0,N,N
754,1676548261443,xGzJhgj1bV826aRr,28,63400,48.08,94.8,1,0,N,N
755,1676548346884,xGzJhgj1bV826aRr,29,118122,10.08,91.0,1,0,N,N
756,1676548484060,xGzJhgj1bV826aRr,30,189241,62.82,86.28,2,0,M,N
757,1676548692796,xGzJhgj1bV826aRr,31,134345,0.76,90.07,1,0,N,N
758,1676549657941,xGzJhgj1bV826aRr,32,345252,89.4,77.88,3,0,R,R
759,1676550028504,xGzJhgj1bV826aRr,33,64312,48.31,94.83,1,0,N,N
760,1676550119935,xGzJhgj1bV826aRr,34,92293,26.57,92.65,1,0,N,N
761,1676550247777,xGzJhgj1bV826aRr,35,196562,62.6,86.26,2,0,R,N
762,1676550489794,xGzJhgj1bV826aRr,36,199623,63.82,86.38,2,0,R,N
763,1676550839180,xGzJhgj1bV826aRr,38,119123,7.93,90.79,1,0,N,N
764,1676550982425,xGzJhgj1bV826aRr,39,191038,62.33,86.23,2,0,R,N
765,1676551193951,xGzJhgj1bV826aRr,40,37694,64.06,96.4,1,0,N,N
766,1676551279694,xGzJhgj1bV826aRr,41,198386,64.33,86.43,2,0,R,N
767,1676551831208,xGzJhgj1bV826aRr,42,98261,18.71,91.87,1,0,N,N
768,1676551987922,xGzJhgj1bV826aRr,43,197061,63.69,86.36,2,0,M,N
769,1676552211480,xGzJhgj1bV826aRr,44,321321,98.4,79.68,3,0,R,B
770,1676552564431,xGzJhgj1bV826aRr,45,197006,63.17,86.31,2,0,R,N
771,1676552790522,xGzJhgj1bV826aRr,46,108512,17.21,91.72,1,0,N,N
772,1676552922935,xGzJhgj1bV826aRr,47,101375,23.14,92.31,1,0,N,N
773,1676553046200,xGzJhgj1bV826aRr,48,109551,18.11,91.81,1,0,N,N
774,1676553182699,xGzJhgj1bV826aRr,49,49878,54.87,95.48,1,0,N,N
775,1676553285898,xGzJhgj1bV826aRr,50,91887,26.4,92.64,1,0,N,N
776,1676553398238,xGzJhgj1bV826aRr,51,106625,18.36,91.83,1,0,N,N
777,1676553849720,xGzJhgj1bV826aRr,52,48900,56.43,95.64,1,0,N,N
778,1676553923513,xGzJhgj1bV826aRr,53,76096,43.9,94.39,1,0,N,N
779,1676554030617,xGzJhgj1bV826aRr,54,43351,58.78,95.87,1,0,N,N
780,1676554094754,xGzJhgj1bV826aRr,55,195619,61.82,86.18,2,0,R,N
781,1676554381654,xGzJhgj1bV826aRr,56,104951,19.25,91.92,1,0,N,N
782,1676554511897,xGzJhgj1bV826aRr,57,52477,54.24,95.42,1,0,N,N
783,1676554594781,xGzJhgj1bV826aRr,58,364750,71.12,74.22,3,0,R,B
784,1676555013116,xGzJhgj1bV826aRr,59,328275,95.09,79.01,3,0,R,B
785,1676555363951,xGzJhgj1bV826aRr,60,186831,66.31,86.63,2,0,M,N
786,1676555570610,xGzJhgj1bV826aRr,61,319675,96.91,79.38,3,0,M,R
787,1676628375788,PX4Gwg2DAVd7ahJK,1,191354,63.44,86.34,2,0,M,N
788,1676628586147,PX4Gwg2DAVd7ahJK,2,194315,64.72,86.47,2,0,R,N
789,1676628847926,PX4Gwg2DAVd7ahJK,3,322905,98.11,79.62,3,0,R,R
790,1676629200215,PX4Gwg2DAVd7ahJK,4,107057,18.01,91.8,1,0,N,N
791,1676629326646,PX4Gwg2DAVd7ahJK,5,191302,64.82,86.48,2,0,R,N
792,1676629536479,PX4Gwg2DAVd7ahJK,6,202924,72.98,87.29,2,0,R,N
793,1676630058504,PX4Gwg2DAVd7ahJK,7,94817,23.97,92.39,1,0,N,N
794,1676630197804,PX4Gwg2DAVd7ahJK,8,189048,77.06,87.7,2,0,M,N
795,1676630419925,PX4Gwg2DAVd7ahJK,9,188460,63.93,86.39,2,0,R,N
796,1676630640796,PX4Gwg2DAVd7ahJK,10,198025,64.46,86.44,2,0,R,N
797,1676630858900,PX4Gwg2DAVd7ahJK,11,199318,64.24,86.42,2,0,M,N
798,1676631078884,PX4Gwg2DAVd7ahJK,12,199314,63.03,86.3,2,0,R,N
799,1676631654990,PX4Gwg2DAVd7ahJK,13,61300,47.88,94.78,1,0,N,N
800,1676631734496,PX4Gwg2DAVd7ahJK,14,54612,52.63,95.26,1,0,N,N
801,1676631807146,PX4Gwg2DAVd7ahJK,15,192751,71.95,87.19,2,0,M,N
802,1676632053915,PX4Gwg2DAVd7ahJK,16,60225,54.65,95.46,1,0,N,N
803,1676632138284,PX4Gwg2DAVd7ahJK,17,461799,23.03,64.6,3,0,R,B
804,1676633044408,PX4Gwg2DAVd7ahJK,18,112183,14.92,91.49,1,0,N,N
805,1676633176663,PX4Gwg2DAVd7ahJK,19,234656,36.97,83.69,2,0,R,N
806,1676803890864,zp6C71tGQKvMfF4D,1,279937,3.65,80.36,2,0,M,N
807,1676804192286,zp6C71tGQKvMfF4D,2,63685,47.32,94.73,1,0,N,N
808,1676804273626,zp6C71tGQKvMfF4D,3,191825,65.02,86.5,2,0,M,N
809,1676804531725,zp6C71tGQKvMfF4D,4,197995,65.31,86.53,2,0,M,N
810,1676804793737,zp6C71tGQKvMfF4D,5,195978,65.0,86.5,2,0,M,N
811,1676805034667,zp6C71tGQKvMfF4D,6,114936,12.96,91.29,1,0,N,N
812,1676805173578,zp6C71tGQKvMfF4D,7,194633,69.92,86.99,2,0,M,N
813,1676805430972,zp6C71tGQKvMfF4D,8,133718,1.58,90.15,1,0,N,N
814,1676805910320,zp6C71tGQKvMfF4D,9,117907,13.59,91.35,1,0,N,N
815,1676806068714,zp6C71tGQKvMfF4D,10,133905,1.27,90.12,1,0,N,N
816,1676806220829,zp6C71tGQKvMfF4D,11,207364,58.68,85.86,2,0,M,N
817,1676806463098,zp6C71tGQKvMfF4D,12,281549,3.54,80.35,2,0,M,N
818,1676806827430,zp6C71tGQKvMfF4D,13,201814,64.03,86.4,2,0,R,N
819,1676807070543,zp6C71tGQKvMfF4D,14,118955,19.34,91.93,1,0,N,N
820,1676807250691,zp6C71tGQKvMfF4D,15,203419,62.66,86.26,2,0,M,N
821,1676807849221,zp6C71tGQKvMfF4D,17,117166,11.39,91.13,1,0,N,N
822,1676807989526,zp6C71tGQKvMfF4D,18,192359,64.28,86.42,2,0,R,N
823,1676808203130,zp6C71tGQKvMfF4D,19,133961,0.34,90.03,1,0,N,N
824,1676808360506,zp6C71tGQKvMfF4D,20,63794,48.53,94.85,1,0,N,N
825,1676808440916,zp6C71tGQKvMfF4D,21,280588,0.2,80.02,2,0,M,N
826,1676808760585,zp6C71tGQKvMfF4D,22,105077,20.93,92.09,1,0,N,N
827,1676808884955,zp6C71tGQKvMfF4D,23,125625,8.23,90.82,1,0,N,N
828,1676809057249,zp6C71tGQKvMfF4D,24,34653,99.85,99.98,1,0,N,N
829,1676809358390,zp6C71tGQKvMfF4D,25,339491,86.06,77.21,3,0,M,R
830,1676809722948,zp6C71tGQKvMfF4D,26,346215,88.78,77.75,3,0,M,B
831,1676810171339,zp6C71tGQKvMfF4D,27,23393,97.49,99.74,1,0,N,N
832,1676810221774,zp6C71tGQKvMfF4D,28,202542,64.97,86.49,2,0,M,N
833,1676810444221,zp6C71tGQKvMfF4D,29,338754,80.99,76.19,3,0,R,R
834,1676811731782,zp6C71tGQKvMfF4D,30,56736,51.98,95.19,1,0,N,N
835,1676811806267,zp6C71tGQKvMfF4D,31,351047,75.27,75.05,3,0,R,B
836,1676812213968,zp6C71tGQKvMfF4D,32,200176,63.23,86.32,2,0,M,N
837,1676812433506,zp6C71tGQKvMfF4D,33,45451,58.27,95.82,1,0,N,N
838,1676812497376,zp6C71tGQKvMfF4D,34,192542,67.47,86.74,2,0,R,N
839,1676812710980,zp6C71tGQKvMfF4D,35,105585,17.32,91.73,1,0,N,N
840,1676812851260,zp6C71tGQKvMfF4D,36,112854,12.98,91.29,1,0,N,N
841,1676813002009,zp6C71tGQKvMfF4D,37,36177,99.26,99.92,1,0,N,N
842,1676813227664,zp6C71tGQKvMfF4D,38,23870,99.96,99.99,1,0,N,N
843,1676813284714,zp6C71tGQKvMfF4D,39,389076,55.7,71.14,3,0,M,R
844,1676813739066,zp6C71tGQKvMfF4D,40,186350,64.64,86.46,2,0,M,N
845,1676813945066,zp6C71tGQKvMfF4D,41,353241,73.53,74.7,3,0,M,B
846,1676814693936,zp6C71tGQKvMfF4D,42,65438,46.87,94.68,1,0,N,N
847,1676814782959,zp6C71tGQKvMfF4D,43,415603,40.27,68.05,3,0,R,B
848,1676815464330,zp6C71tGQKvMfF4D,44,100805,18.97,91.89,1,0,N,N
849,1676815582357,zp6C71tGQKvMfF4D,45,353068,84.36,76.87,3,0,R,R
850,1676887342400,wcLJ7VA4Mf6dg9Cj,1,411705,39.2,67.84,3,0,R,R
851,1676887818189,wcLJ7VA4Mf6dg9Cj,2,114797,14.85,91.48,1,0,N,N
852,1676887999894,wcLJ7VA4Mf6dg9Cj,3,280479,0.47,80.04,2,0,R,N
853,1676888334515,wcLJ7VA4Mf6dg9Cj,4,248690,28.63,82.86,2,0,M,N
854,1676888601226,wcLJ7VA4Mf6dg9Cj,5,184477,62.27,86.22,2,0,M,N
855,1676889131128,wcLJ7VA4Mf6dg9Cj,6,354594,80.05,76.01,3,0,M,B
856,1676889536158,wcLJ7VA4Mf6dg9Cj,7,104313,18.16,91.81,1,0,N,N
857,1676889659635,wcLJ7VA4Mf6dg9Cj,8,192201,70.71,87.07,2,0,R,N
858,1676889870799,wcLJ7VA4Mf6dg9Cj,9,58027,50.36,95.03,1,0,N,N
859,1676889946968,wcLJ7VA4Mf6dg9Cj,10,187653,66.4,86.64,2,0,M,N
860,1676890152797,wcLJ7VA4Mf6dg9Cj,11,370866,59.51,71.9,3,0,R,B
861,1676890544319,wcLJ7VA4Mf6dg9Cj,12,200001,64.58,86.45,2,0,M,N
862,1676890772385,wcLJ7VA4Mf6dg9Cj,13,343580,74.07,74.81,3,0,R,B
863,1676891668997,wcLJ7VA4Mf6dg9Cj,14,59640,51.98,95.19,1,0,N,N
864,1676891747922,wcLJ7VA4Mf6dg9Cj,15,195216,63.88,86.38,2,0,M,N
865,1676891963096,wcLJ7VA4Mf6dg9Cj,16,67247,47.94,94.79,1,0,N,N
866,1676892054692,wcLJ7VA4Mf6dg9Cj,17,373882,60.99,72.19,3,0,M,R
867,1676892506379,wcLJ7VA4Mf6dg9Cj,18,399788,51.47,70.29,3,0,R,R
868,1676893301574,wcLJ7VA4Mf6dg9Cj,19,109608,17.54,91.75,1,0,N,N
869,1676893436215,wcLJ7VA4Mf6dg9Cj,20,202306,64.03,86.4,2,0,R,N
870,1676893658465,wcLJ7VA4Mf6dg9Cj,21,104050,17.59,91.75,1,0,N,N
871,1676893788477,wcLJ7VA4Mf6dg9Cj,22,191801,66.44,86.64,2,0,R,N
872,1676894775966,wcLJ7VA4Mf6dg9Cj,23,200643,62.7,86.27,2,0,M,N
873,1676895001662,wcLJ7VA4Mf6dg9Cj,24,62498,50.93,95.09,1,0,N,N
874,1676895086135,wcLJ7VA4Mf6dg9Cj,25,201613,62.83,86.28,2,0,M,N
875,1676895352471,wcLJ7VA4Mf6dg9Cj,26,48564,58.05,95.8,1,0,N,N
876,1676895418421,wcLJ7VA4Mf6dg9Cj,27,43443,59.11,95.91,1,0,N,N
877,1676895480822,wcLJ7VA4Mf6dg9Cj,28,37771,64.1,96.41,1,0,N,N
878,1676895930078,wcLJ7VA4Mf6dg9Cj,29,351497,69.55,73.91,3,0,R,B
879,1676896301459,wcLJ7VA4Mf6dg9Cj,30,94311,28.35,92.83,1,0,N,N
880,1676896414725,wcLJ7VA4Mf6dg9Cj,31,367583,68.71,73.74,3,0,R,R
881,1676896909400,wcLJ7VA4Mf6dg9Cj,32,343635,75.23,75.04,3,0,R,B
882,1676897274622,wcLJ7VA4Mf6dg9Cj,33,52003,56.73,95.67,1,0,N,N
883,1676897351924,wcLJ7VA4Mf6dg9Cj,34,190381,64.68,86.46,2,0,M,N
884,1676897895551,wcLJ7VA4Mf6dg9Cj,35,50999,54.98,95.49,1,0,N,N
885,1676897971663,wcLJ7VA4Mf6dg9Cj,36,43266,59.54,95.95,1,0,N,N
886,1676898047236,wcLJ7VA4Mf6dg9Cj,37,362962,69.87,73.97,3,0,M,B
887,1676898433471,wcLJ7VA4Mf6dg9Cj,38,418804,38.21,67.64,3,0,M,R
888,1676898908683,wcLJ7VA4Mf6dg9Cj,39,464916,8.71,61.74,3,0,M,R
889,1676899904889,wcLJ7VA4Mf6dg9Cj,40,36921,64.05,96.4,1,0,N,N
890,1676899963091,wcLJ7VA4Mf6dg9Cj,41,397074,54.33,70.86,3,0,R,B
891,1676900380582,wcLJ7VA4Mf6dg9Cj,42,279635,0.62,80.06,2,0,R,N
892,1676900707689,wcLJ7VA4Mf6dg9Cj,43,365819,65.07,73.01,3,0,M,B
893,1676901107346,wcLJ7VA4Mf6dg9Cj,44,54328,54.93,95.49,1,0,N,N
894,1676901217715,wcLJ7VA4Mf6dg9Cj,45,39215,63.82,96.38,1,0,N,N
895,1676901273732,wcLJ7VA4Mf6dg9Cj,46,201204,62.25,86.22,2,0,R,N
896,1676901511198,wcLJ7VA4Mf6dg9Cj,47,203876,62.27,86.22,2,0,M,N
