Rank,Job,Link,Astrologian,Bard,BlackMage,DarkKnight,Dragoon,Machinist,Monk,Ninja,Paladin,Scholar,Summoner,Warrior,WhiteMage,Red Mage,Samurai,Dancer,Gunbreaker,Reaper,Sage,TotalDPS,TotalTime,P1DPS,P1Time,P2DPS,P2Time,P3DPS,P3Time,P4DPS,P4Time,P5DPS,P5Time,P6DPS,P6Time
1882,DarkKnight,https://www.fflogs.com/reports/jdy1vJ8pg4KLRHxM#fight=50&type=damage-done,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,7484.7,1139.0s,6849.3,128.3s,8004.6,144.6s,7251.0,189.9s,7255.2,71.5s,8337.3,286.0s,7287.3,318.8s
1883,Gunbreaker,https://www.fflogs.com/reports/pQTLR2fK9HVP7vgC#fight=35&type=damage-done,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,7483.3,1141.6s,7165.3,128.4s,8348.3,143.1s,6533.0,192.7s,7523.8,71.5s,8757.1,285.9s,7138.2,319.9s
1884,DarkKnight,https://www.fflogs.com/reports/pJ2hgktLFmKvCZxD#fight=26&type=damage-done,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,7472.7,1144.6s,6636.2,130.6s,7562.5,143.6s,7507.7,191.6s,7144.0,71.8s,8391.9,285.9s,7395.3,321.1s
1885,Gunbreaker,https://www.fflogs.com/reports/JXYFQwzW7KyqhtMH#fight=2&type=damage-done,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,7481.4,1148.7s,6707.1,129.9s,8452.6,145.2s,7229.1,192.9s,7397.0,71.6s,8055.1,286.0s,7294.4,323.2s
1886,Gunbreaker,https://www.fflogs.com/reports/DPLj8NTAvHG2pxbV#fight=14&type=damage-done,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,7481.3,1138.0s,6975.1,130.9s,7913.1,142.4s,7401.4,187.5s,7591.8,71.6s,7657.7,286.1s,7473.4,319.4s
1887,DarkKnight,https://www.fflogs.com/reports/G4n6BPTqYtJz1V7h#fight=47&type=damage-done,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,7481.3,1143.3s,6568.4,127.6s,7992.2,144.6s,7420.6,193.3s,6019.9,71.6s,8484.6,286.0s,7493.0,320.3s
1888,Gunbreaker,https://www.fflogs.com/reports/967YxHRLX3W1dFDQ#fight=29&type=damage-done,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,7481.0,1144.2s,6759.1,128.6s,8078.7,144.8s,7410.4,191.4s,7287.5,71.6s,7660.0,286.0s,7553.7,321.9s
1889,Paladin,https://www.fflogs.com/reports/6PmdQATDnwXzRyhf#fight=5&type=damage-done,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,7480.8,1143.2s,6998.5,130.1s,8501.5,143.6s,6892.5,193.2s,6992.2,71.6s,8877.8,286.1s,6973.9,318.6s
1890,DarkKnight,https://www.fflogs.com/reports/ntmQC6VRHv2GaDhZ#fight=13&type=damage-done,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,7480.7,1137.3s,6983.5,125.6s,8080.0,144.3s,7117.8,187.4s,6664.2,71.5s,8168.1,286.1s,7462.9,322.5s
1891,Warrior,https://www.fflogs.com/reports/7g3aLrhdXnA1BWYw#fight=56&type=damage-done,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,7480.6,1141.8s,6933.3,128.8s,7832.0,144.4s,7348.1,190.2s,7327.2,71.4s,8228.4,285.9s,7298.7,321.2s
1892,Paladin,https://www.fflogs.com/reports/PHk8N6dQJpxr1nyY#fight=3&type=damage-done,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,7479.4,1140.1s,6673.0,128.5s,8552.0,144.5s,7102.7,191.7s,7221.0,71.5s,8602.6,285.9s,7068.9,318.0s
1893,Warrior,https://www.fflogs.com/reports/4Z6PpH9RXYrfmhkg#fight=24&type=damage-done,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,7479.4,1140.7s,6926.9,129.4s,8021.9,142.3s,7338.5,190.2s,7346.5,71.5s,8281.9,285.9s,7194.4,321.4s
1894,Warrior,https://www.fflogs.com/reports/P39JZCVTR7mYzptN#fight=6&type=damage-done,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,7479.2,1146.0s,6775.4,130.7s,8044.6,144.9s,7298.0,193.5s,7616.6,71.6s,8287.4,286.0s,7220.5,319.3s
1895,DarkKnight,https://www.fflogs.com/reports/rPZj9MzNDahVgnWC#fight=40&type=damage-done,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,7477.5,1142.1s,6735.0,128.4s,7961.7,143.8s,7280.0,191.3s,7648.3,71.6s,8044.5,286.0s,7403.3,321.0s
1896,DarkKnight,https://www.fflogs.com/reports/x94ZnrCPDw83gJaf#fight=18&type=damage-done,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,7476.9,1147.1s,6873.1,129.9s,7272.0,144.0s,7594.1,192.7s,6045.2,71.6s,8789.4,285.9s,7379.1,322.9s
1897,DarkKnight,https://www.fflogs.com/reports/NjBHAgThQFt4mJqY#fight=28&type=damage-done,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,7475.0,1135.7s,6877.2,126.5s,7413.3,142.5s,7759.2,188.6s,5580.4,71.6s,8343.2,286.1s,7541.4,320.3s
1898,Gunbreaker,https://www.fflogs.com/reports/q6PMFTVhZkbNnQ8y#fight=14&type=damage-done,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,7475.0,1141.0s,6852.7,130.7s,8314.9,143.4s,6957.7,192.4s,7962.9,71.6s,8081.7,285.9s,7297.7,317.0s
1899,DarkKnight,https://www.fflogs.com/reports/maQ3fkVgpJ1rHznw#fight=8&type=damage-done,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,7474.5,1139.3s,6669.7,129.2s,7853.9,142.8s,7474.5,190.6s,6902.7,71.6s,8119.0,286.1s,7472.3,319.1s
1900,DarkKnight,https://www.fflogs.com/reports/B1Wkyb8Jz3ZrRcFx#fight=9&type=damage-done,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,7474.1,1133.4s,7174.5,128.3s,7645.3,143.7s,7210.6,184.4s,7277.4,71.6s,8015.3,286.1s,7442.9,319.4s
1901,DarkKnight,https://www.fflogs.com/reports/FhM4cQCj2KgzNZwv#fight=20&type=damage-done,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,7472.6,1141.2s,7239.1,128.9s,7111.7,143.5s,7314.9,189.7s,6009.2,71.6s,8725.7,285.9s,7461.1,321.6s
1902,DarkKnight,https://www.fflogs.com/reports/7YR4mac69KCbFZJT#fight=22&type=damage-done,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,7471.9,1143.4s,6562.6,130.0s,8183.6,142.7s,6992.9,191.3s,8433.7,71.6s,8165.1,286.1s,7322.2,321.6s
1903,Gunbreaker,https://www.fflogs.com/reports/N3gdxfKnFZLMPaTQ#fight=191&type=damage-done,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,7471.8,1137.9s,6792.6,127.8s,8388.6,143.6s,7413.5,189.3s,7031.0,71.6s,7899.6,286.0s,7294.4,319.7s
1904,Gunbreaker,https://www.fflogs.com/reports/AtYMBnxzh1L9RVCJ#fight=3&type=damage-done,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,7470.9,1145.4s,6544.1,130.3s,8354.3,142.9s,7068.3,193.8s,7578.2,71.6s,8244.6,286.0s,7348.2,320.9s
1905,DarkKnight,https://www.fflogs.com/reports/Lg6n2h8Vq14JR9XY#fight=2&type=damage-done,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,7470.9,1135.4s,6749.9,129.6s,8022.6,138.9s,7446.8,190.4s,6600.6,71.5s,8180.3,286.0s,7404.3,319.0s
1906,DarkKnight,https://www.fflogs.com/reports/v8yNZqVGRnJMWbgf#fight=18&type=damage-done,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,7470.3,1146.7s,6723.9,130.5s,7999.5,144.3s,6862.0,193.1s,7280.8,71.5s,8797.1,286.1s,7295.9,321.3s
1907,DarkKnight,https://www.fflogs.com/reports/VKMtC9TzW2qL4rPk#fight=18&type=damage-done,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,7470.1,1144.8s,7193.3,128.8s,7437.1,144.1s,7363.7,192.7s,6793.9,71.5s,8266.5,286.1s,7391.8,321.5s
1908,Gunbreaker,https://www.fflogs.com/reports/QZ4A9nd13jGy6vk8#fight=25&type=damage-done,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,7467.3,1142.5s,6826.9,129.5s,8181.6,142.6s,7205.6,191.9s,7810.2,71.6s,7693.7,286.1s,7436.0,320.9s
1909,Gunbreaker,https://www.fflogs.com/reports/8gp6KrMjxfBGQYyJ#fight=19&type=damage-done,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,7466.4,1140.9s,6822.2,127.2s,7848.5,143.9s,7459.6,190.4s,7177.1,71.6s,7787.0,286.0s,7499.1,321.7s
1910,DarkKnight,https://www.fflogs.com/reports/CJt4fFTpxNXybkRd#fight=29&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,7466.2,1146.4s,7277.0,131.1s,7525.1,143.0s,7125.1,191.9s,6856.5,71.5s,8636.8,286.0s,7233.1,322.9s
1911,Paladin,https://www.fflogs.com/reports/PkZYwhTaG1X8MQyr#fight=7&type=damage-done,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,7465.9,1146.3s,6812.2,130.1s,8778.4,143.8s,7275.5,192.6s,7365.2,71.5s,8345.7,286.1s,6879.7,322.2s
1912,DarkKnight,https://www.fflogs.com/reports/C467jr3vHpnzbwKX#fight=5&type=damage-done,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,7465.6,1142.6s,7025.8,129.8s,7678.7,143.0s,7058.1,192.8s,6344.9,71.6s,8817.7,286.1s,7333.8,319.4s
1913,DarkKnight,https://www.fflogs.com/reports/QBaT1Lr8z9ZbmnHw#fight=15&type=damage-done,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,7465.3,1138.7s,6887.1,127.8s,7985.7,142.3s,7169.7,191.6s,6590.0,71.6s,8281.4,286.0s,7436.6,319.4s
1914,Paladin,https://www.fflogs.com/reports/JhpKGjBDT1NV7vk9#fight=3&type=damage-done,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,7465.2,1139.9s,7023.0,129.2s,8863.0,141.7s,6984.1,190.9s,7007.2,71.6s,8102.9,285.9s,7120.7,320.5s
1915,DarkKnight,https://www.fflogs.com/reports/pAF71ymrWHqMbPQD#fight=3&type=damage-done,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,7463.0,1135.3s,7181.2,127.9s,7725.0,144.1s,7761.0,185.7s,6612.8,71.6s,7953.8,286.0s,7222.6,319.9s
1916,DarkKnight,https://www.fflogs.com/reports/RtKpxH6h87BCTd4M#fight=3&type=damage-done,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,7462.8,1144.2s,6981.1,129.7s,7270.3,145.0s,7394.9,192.8s,6193.9,71.6s,8873.0,286.0s,7322.5,319.1s
1917,Gunbreaker,https://www.fflogs.com/reports/D9aCmfTZNxMrW2zK#fight=20&type=damage-done,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,7462.2,1145.9s,7139.6,129.1s,8247.0,145.2s,7096.8,192.7s,7579.5,71.5s,7507.1,286.1s,7446.0,321.2s
1918,Gunbreaker,https://www.fflogs.com/reports/zkK8dGH1h4NVC632#fight=8&type=damage-done,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,7461.8,1145.8s,6795.7,130.2s,8200.4,143.9s,7037.9,191.2s,7467.5,71.6s,8110.7,286.0s,7368.8,323.0s
1919,Warrior,https://www.fflogs.com/reports/jfktgXc1Jz9pxYWq#fight=12&type=damage-done,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,7461.8,1138.1s,7084.1,127.3s,7796.0,143.2s,7056.2,188.4s,7487.5,71.5s,8193.6,286.1s,7335.6,321.6s
1920,Gunbreaker,https://www.fflogs.com/reports/Kf7wNMZWk8nGJ9Tg#fight=23&type=damage-done,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,7411.6,1140.1s,7339.2,125.2s,7938.3,142.3s,7055.4,191.9s,7270.9,71.6s,7466.3,286.1s,7433.1,322.9s
1921,Gunbreaker,https://www.fflogs.com/reports/7gAxrwKRFXyZvVm3#fight=14&type=damage-done,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,7418.6,1144.8s,6748.3,127.6s,8054.6,143.9s,6901.1,192.7s,7272.2,71.6s,7832.7,286.0s,7581.0,323.0s
1922,Warrior,https://www.fflogs.com/reports/t4grb2ZT1x3WvVjK#fight=12&type=damage-done,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,7459.6,1140.4s,6932.1,126.7s,7964.9,144.1s,7354.3,190.4s,6933.6,71.6s,8218.7,286.0s,7253.4,321.7s
1923,Warrior,https://www.fflogs.com/reports/tbQ7RATKgpyPfZVc#fight=2&type=damage-done,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,7459.3,1144.7s,6993.8,128.0s,7902.7,142.1s,7144.9,193.9s,7747.0,71.6s,8239.7,285.9s,7206.7,323.3s
1924,DarkKnight,https://www.fflogs.com/reports/TrGpwcPfKbNCtaZv#fight=16&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,7459.2,1144.6s,6813.4,129.3s,7929.3,143.7s,7205.7,192.7s,6561.4,71.5s,8284.1,286.0s,7461.4,321.4s
1925,Gunbreaker,https://www.fflogs.com/reports/4nThPqdAYkargNcv#fight=5&type=damage-done,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,7457.2,1132.2s,6706.3,130.2s,8013.5,137.4s,7415.9,190.5s,6025.1,71.6s,8180.3,286.1s,7528.2,316.4s
1926,DarkKnight,https://www.fflogs.com/reports/qTmNJDAk7zbMQYjw#fight=7&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,7457.0,1138.0s,7383.8,128.4s,7568.4,140.6s,7400.0,189.5s,6005.0,71.6s,8045.3,286.1s,7460.8,321.8s
1927,Paladin,https://www.fflogs.com/reports/kg8y497aDczbhxfq#fight=12&type=damage-done,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,7456.8,1148.1s,6616.8,129.9s,8060.6,144.9s,6972.5,193.6s,7358.7,71.6s,8361.9,286.1s,7427.0,321.9s
1928,DarkKnight,https://www.fflogs.com/reports/z1W9hYX7c3tfgQJv#fight=5&type=damage-done,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,7454.6,1142.9s,7050.4,128.6s,7871.5,144.3s,7247.3,191.5s,6445.5,71.5s,8456.0,286.1s,7259.7,320.9s
1929,Gunbreaker,https://www.fflogs.com/reports/hF4XqNvtR9Mr2VWT#fight=23&type=damage-done,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,7456.6,1143.1s,6743.3,129.7s,8543.7,144.6s,7332.0,190.8s,7027.0,71.5s,7997.5,285.9s,7200.0,320.6s
1930,DarkKnight,https://www.fflogs.com/reports/QcqAnYLW76x9NRrM#fight=8&type=damage-done,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,7456.5,1141.9s,6623.3,130.4s,7282.3,144.8s,7148.0,190.4s,6884.4,71.6s,8517.6,285.9s,7670.1,318.7s
1931,Gunbreaker,https://www.fflogs.com/reports/wbfDBQYC7FztPJTg#fight=5&type=damage-done,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,7456.3,1144.3s,7091.5,129.2s,8351.6,143.0s,7114.4,192.9s,7262.9,71.6s,7773.5,286.1s,7322.8,321.6s
1932,DarkKnight,https://www.fflogs.com/reports/kfLg1Xa28nFYJT6A#fight=4&type=damage-done,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,7456.2,1143.3s,6642.8,129.7s,7808.1,144.0s,7128.4,191.6s,7496.0,71.5s,8285.1,286.0s,7439.2,320.4s
1933,DarkKnight,https://www.fflogs.com/reports/vKAJyX7adkrwM14T#fight=12&type=damage-done,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,7455.3,1143.1s,6964.5,129.5s,7545.9,143.0s,7235.8,193.1s,7366.8,71.7s,8691.1,286.0s,7135.5,319.8s
1934,DarkKnight,https://www.fflogs.com/reports/43k1ZWNYGrKdF7Qg#fight=19&type=damage-done,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,7451.7,1138.5s,7202.5,126.2s,7815.5,144.5s,7657.0,188.5s,6158.8,71.6s,7990.3,286.1s,7267.7,321.6s
1935,DarkKnight,https://www.fflogs.com/reports/AvfBzP1tLNZVaXQ8#fight=14&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,7454.3,1140.7s,6510.8,129.0s,7780.8,143.3s,7738.7,190.4s,6768.1,71.6s,8395.9,286.1s,7233.6,320.4s
1936,Paladin,https://www.fflogs.com/reports/gMAt7B1hvmzQ69Xr#fight=7&type=damage-done,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,7453.1,1142.2s,6935.2,125.5s,8046.2,145.1s,6986.1,193.4s,6973.7,71.6s,8615.5,286.1s,7191.1,320.5s
1937,DarkKnight,https://www.fflogs.com/reports/Zc1wJt6QWpPxR4Nr#fight=13&type=damage-done,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,7452.9,1146.7s,7265.7,131.1s,7344.2,144.2s,7059.2,190.8s,6600.6,71.6s,8857.1,286.1s,7246.8,322.8s
1938,Warrior,https://www.fflogs.com/reports/pv1bcQzyYB2Hh6V8#fight=25&type=damage-done,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,7451.3,1140.0s,7049.6,130.4s,7653.0,141.3s,7149.1,192.0s,7523.8,71.5s,8244.5,286.2s,7297.6,318.5s
1939,DarkKnight,https://www.fflogs.com/reports/3khM8pcqrVmNDFCf#fight=10&type=damage-done,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,7437.0,1139.5s,7385.4,127.2s,7269.7,143.2s,7567.2,188.9s,6254.2,71.6s,8589.3,286.1s,7080.6,322.5s
1940,DarkKnight,https://www.fflogs.com/reports/AmLVvKwGJhkDbHBM#fight=18&type=damage-done,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,7449.6,1147.7s,7204.2,130.2s,7229.1,144.0s,7441.2,193.5s,7473.4,71.6s,7864.6,286.1s,7441.1,322.4s
1941,DarkKnight,https://www.fflogs.com/reports/MbmcaZXJDBPxgp19#fight=26&type=damage-done,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,7448.8,1146.4s,7320.1,128.9s,7462.3,144.9s,6890.6,191.7s,7209.0,71.8s,8573.5,285.9s,7283.9,323.2s
1942,Gunbreaker,https://www.fflogs.com/reports/xXAPc9ZJv3Hq8FVg#fight=9&type=damage-done,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,7448.2,1144.4s,6510.7,128.0s,8236.5,143.4s,7057.1,192.5s,7588.7,71.6s,7786.4,286.1s,7580.9,322.8s
1943,DarkKnight,https://www.fflogs.com/reports/JGBcXbhY2M671FNw#fight=8&type=damage-done,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,7446.0,1147.5s,6872.1,128.6s,7582.5,145.0s,7191.8,193.2s,6267.9,71.6s,8785.4,286.0s,7339.3,323.2s
1944,Gunbreaker,https://www.fflogs.com/reports/LDWKxrFPTQZcngdz#fight=8&type=damage-done,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,7445.1,1142.0s,6727.4,129.7s,7249.5,143.2s,7249.0,193.1s,7606.5,71.6s,7849.1,286.2s,7748.7,318.2s
1945,DarkKnight,https://www.fflogs.com/reports/nxpf94wKaqrv178Q#fight=31&type=damage-done,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,7443.5,1143.6s,6866.6,128.5s,8004.7,143.4s,6982.4,192.0s,6585.0,71.4s,8538.8,286.2s,7342.2,322.0s
1946,DarkKnight,https://www.fflogs.com/reports/x7zjHgWM9cmCDYP4#fight=9&type=damage-done,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,7443.3,1147.2s,6945.0,130.5s,7723.4,144.0s,7423.2,191.9s,6879.3,71.6s,8229.3,285.9s,7272.1,323.3s
1947,Paladin,https://www.fflogs.com/reports/x7zjHgWM9cmCDYP4#fight=9&type=damage-done,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,7443.0,1147.2s,6789.6,130.5s,7859.2,144.0s,7178.0,191.9s,7476.2,71.6s,8172.4,285.9s,7342.0,323.3s
1948,Paladin,https://www.fflogs.com/reports/wQrJKyMFkmPAvtjW#fight=15&type=damage-done,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,7410.8,1144.8s,6784.5,128.7s,8659.2,142.5s,7218.4,193.1s,7156.5,71.7s,8349.8,286.0s,6843.8,322.9s
1949,DarkKnight,https://www.fflogs.com/reports/Yz3BP2mJ6hCgxGFa#fight=6&type=damage-done,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,7442.6,1145.8s,6709.1,130.4s,8186.1,144.1s,7354.8,192.0s,5821.4,71.4s,8383.1,286.0s,7359.0,321.8s
1950,Warrior,https://www.fflogs.com/reports/vKAJyX7adkrwM14T#fight=12&type=damage-done,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,7440.9,1143.1s,6933.9,129.5s,7921.3,143.0s,7010.8,193.1s,6991.2,71.7s,8489.9,286.0s,7264.8,319.8s
1951,Gunbreaker,https://www.fflogs.com/reports/ypGq3MzFQba679vK#fight=75&type=damage-done,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,7440.2,1137.9s,7272.8,127.2s,8287.5,140.7s,7372.2,189.7s,7779.0,71.7s,7421.0,285.9s,7145.2,322.8s
1952,DarkKnight,https://www.fflogs.com/reports/1nbQGZWv2L4p7jTh#fight=29&type=damage-done,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,7440.2,1144.9s,6539.3,129.4s,7831.9,144.5s,6786.4,192.8s,8865.0,71.5s,8268.7,285.9s,7359.4,320.8s
1953,Gunbreaker,https://www.fflogs.com/reports/3LAym7Qc8qbzJWT6#fight=36&type=damage-done,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,7439.2,1144.0s,6905.5,129.2s,8175.7,144.7s,7272.7,190.4s,7747.1,71.6s,7327.6,286.1s,7471.8,321.9s
1954,DarkKnight,https://www.fflogs.com/reports/H1Gxb4apmvjFy7Ph#fight=8&type=damage-done,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,7438.8,1144.9s,6900.1,129.0s,7664.4,144.0s,7264.3,191.5s,6383.8,71.6s,8282.7,286.0s,7467.6,322.8s
1955,Paladin,https://www.fflogs.com/reports/mZ6zQxNvb47jRtD8#fight=11&type=damage-done,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,7438.6,1145.2s,6726.8,129.7s,7397.7,143.7s,7362.1,193.2s,7297.3,71.6s,8133.4,286.0s,7502.6,320.9s
1956,Gunbreaker,https://www.fflogs.com/reports/1G8BQngfJxWZY7hX#fight=4&type=damage-done,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,7438.4,1145.4s,6619.9,129.6s,8784.7,144.7s,7173.6,190.9s,7244.6,71.6s,7559.4,286.1s,7381.3,322.5s
1957,DarkKnight,https://www.fflogs.com/reports/Kf7wNMZWk8nGJ9Tg#fight=23&type=damage-done,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,7438.3,1140.1s,7672.0,125.2s,7384.2,142.3s,7492.5,191.9s,6248.7,71.6s,8640.9,286.1s,6918.2,322.9s
1958,DarkKnight,https://www.fflogs.com/reports/BA8kqLQc9t3HfMKJ#fight=17&type=damage-done,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,7438.1,1142.9s,6764.1,128.5s,7794.9,144.2s,6817.1,192.9s,7888.7,71.6s,8844.6,286.0s,7127.1,319.8s
1959,Warrior,https://www.fflogs.com/reports/BY81A7txkf2cgrLn#fight=18&type=damage-done,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,7437.6,1140.1s,7270.5,129.3s,7873.1,141.9s,6999.4,192.5s,7905.4,71.6s,8025.8,286.1s,7179.2,318.7s
1960,Gunbreaker,https://www.fflogs.com/reports/8zZN1Jfyjg74ntP3#fight=9&type=damage-done,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,7434.9,1138.8s,7037.2,129.8s,8328.6,143.3s,6891.7,191.7s,7224.3,71.5s,7749.9,286.1s,7441.8,316.4s
1961,Gunbreaker,https://www.fflogs.com/reports/vNM83qyPaGdCWXt2#fight=29&type=damage-done,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,7405.4,1134.0s,7011.0,128.2s,8332.3,140.7s,7035.0,186.3s,6929.7,71.8s,7789.0,286.1s,7310.3,321.0s
1962,DarkKnight,https://www.fflogs.com/reports/a:9kHPGTX7LK3zpAqg#fight=12&type=damage-done,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,7434.6,1140.6s,7254.6,129.7s,7880.0,143.3s,7642.5,187.7s,6760.6,71.6s,8052.4,285.9s,7016.7,322.4s
1963,DarkKnight,https://www.fflogs.com/reports/LX8wajBQ2MzAx3fk#fight=15&type=damage-done,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,7433.8,1146.9s,6781.5,130.8s,7981.5,144.8s,7474.1,193.2s,6292.9,71.6s,7849.1,285.9s,7502.2,320.7s
1964,DarkKnight,https://www.fflogs.com/reports/Kg1ZpDrNk3v2Tdzn#fight=26&type=damage-done,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,7433.8,1145.3s,7088.2,130.1s,7513.8,144.0s,7126.9,191.7s,7208.0,71.6s,8402.1,286.1s,7274.6,321.8s
1965,Gunbreaker,https://www.fflogs.com/reports/TjFzV3kK8hxAZMdX#fight=6&type=damage-done,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,7432.8,1148.0s,6966.5,130.9s,8612.6,143.7s,7005.5,193.0s,7441.3,71.5s,7739.7,286.0s,7242.7,322.8s
1966,DarkKnight,https://www.fflogs.com/reports/ZyB1RF8gLAaPqw63#fight=5&type=damage-done,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,7429.3,1146.2s,6685.9,129.7s,6949.6,144.5s,7346.5,192.5s,6307.6,71.6s,8743.0,286.2s,7572.0,321.7s
