,Rank,Job,Link,Astrologian,Bard,BlackMage,DarkKnight,Dragoon,Machinist,Monk,Ninja,Paladin,Scholar,Summoner,Warrior,WhiteMage,Red Mage,Samurai,Dancer,Gunbreaker,Reaper,Sage,TotalDPS,TotalTime,P1DPS,P1Time,P2DPS,P2Time,P3DPS,P3Time,P4DPS,P4Time,P5DPS,P5Time,P6DPS,P6Time
1645,1646,DarkKnight,https://www.fflogs.com/reports/WpQrYLXVRvt1MZNw#fight=7&type=damage-done,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,7639.3,1145.2,6911.4,129.9,7912.8,142.9,7600.0,192.1,6054.0,71.6,9001.7,286.1,7492.8,322.7
1646,1647,DarkKnight,https://www.fflogs.com/reports/hPfC6Tg2wVzbWKDv#fight=7&type=damage-done,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,7638.9,1147.0,6934.7,129.0,7870.2,145.0,7789.1,191.8,7428.4,71.6,8222.5,286.1,7518.8,323.6
1647,1648,DarkKnight,https://www.fflogs.com/reports/bJq61wW8VPc2LYRx#fight=18&type=damage-done,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,7637.7,1145.3,7024.8,128.1,7858.4,144.1,7769.5,192.3,7552.6,71.6,8217.1,286.1,7463.5,323.1
1648,1649,DarkKnight,https://www.fflogs.com/reports/PKY4tBXQwpgdzJGx#fight=4&type=damage-done,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,7637.6,1134.4,7064.9,129.6,8207.5,140.4,6837.1,190.1,7955.1,71.6,8633.9,286.0,7545.1,316.7
1649,1650,Gunbreaker,https://www.fflogs.com/reports/krMfXNxDj7VaW9Hb#fight=26&type=damage-done,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,7635.8,1144.9,6706.4,128.9,8947.2,144.4,7207.2,192.5,7249.4,71.7,8480.5,286.1,7396.2,321.3
1650,1651,DarkKnight,https://www.fflogs.com/reports/gFDCkQHzWY6aLjZP#fight=18&type=damage-done,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,7633.9,1143.8,6806.8,129.7,8066.7,143.3,7613.9,190.9,6852.9,71.7,8518.9,286.1,7546.0,322.0
1651,1652,DarkKnight,https://www.fflogs.com/reports/KapBLzACFtmvYc7M#fight=7&type=damage-done,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,7633.0,1144.5,6835.2,128.9,7999.2,145.3,7631.3,192.0,5926.9,71.6,8892.5,286.1,7530.8,320.5
1652,1653,Gunbreaker,https://www.fflogs.com/reports/D8YyPCwjFrHKqGpg#fight=17&type=damage-done,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,7632.7,1138.7,7282.6,128.3,8624.7,143.5,7337.5,190.1,7052.7,71.6,7788.3,286.0,7583.0,319.4
1653,1654,DarkKnight,https://www.fflogs.com/reports/9Y6Ktq1JDvp7nzr8#fight=5&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,7632.6,1141.7,7048.9,129.9,7689.8,141.8,7570.9,194.0,6030.3,71.6,8798.5,286.0,7632.3,318.4
1654,1655,DarkKnight,https://www.fflogs.com/reports/4taAZCfc8MnkrTjy#fight=7&type=damage-done,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,7632.6,1145.5,6766.8,130.4,8484.6,142.1,6697.8,193.4,8293.2,71.6,8880.6,286.1,7447.4,322.0
1655,1656,Gunbreaker,https://www.fflogs.com/reports/HLqwAn9mWfjT7bX8#fight=12&type=damage-done,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,7627.0,1142.0,6582.5,127.3,8469.3,144.4,7555.8,190.9,7535.2,71.6,7936.0,286.0,7653.8,321.8
1656,1657,DarkKnight,https://www.fflogs.com/reports/9fvJ4rx8yBFKNhpG#fight=8&type=damage-done,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,7630.0,1147.6,6549.1,130.8,8247.1,144.6,7279.9,193.4,6833.0,71.7,8638.9,286.0,7722.3,321.0
1657,1658,DarkKnight,https://www.fflogs.com/reports/y6qxVYmCWnQaDNXZ#fight=3&type=damage-done,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,7629.6,1142.9,7097.3,130.8,8014.2,141.1,7587.4,191.5,6721.1,71.6,9143.2,286.1,7125.7,321.8
1658,1659,DarkKnight,https://www.fflogs.com/reports/cKRHtxzrLZANfP3j#fight=12&type=damage-done,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,7614.4,1131.9,7079.7,126.0,7690.7,141.9,8125.0,187.4,6098.6,71.8,8518.6,285.9,7361.4,318.9
1659,1660,DarkKnight,https://www.fflogs.com/reports/VGNgWfy1k4p9BP86#fight=17&type=damage-done,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,7629.2,1141.8,6951.3,128.8,8029.3,143.4,7266.2,191.8,6381.5,71.6,8890.3,286.0,7578.2,320.3
1660,1661,DarkKnight,https://www.fflogs.com/reports/a:DGk4ptNwAVX29bKJ#fight=10&type=damage-done,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,7628.4,1136.8,6924.5,128.7,8188.9,141.8,7630.1,192.1,6713.6,71.5,8524.0,285.9,7430.8,316.7
1661,1662,DarkKnight,https://www.fflogs.com/reports/g8jq4vxT6JQBkpcD#fight=22&type=damage-done,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,7628.3,1146.2,7270.3,128.0,7984.6,144.2,7047.9,193.2,6404.8,71.6,9023.1,286.0,7496.6,323.3
1662,1663,Paladin,https://www.fflogs.com/reports/JvraKXmWxjbt4BhN#fight=20&type=damage-done,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,7619.1,1144.1,6991.4,130.4,8471.7,143.4,7196.1,193.4,7400.8,71.6,8511.6,286.0,7375.0,319.3
1663,1664,DarkKnight,https://www.fflogs.com/reports/M8NYJGHZXKtVqbPy#fight=30&type=damage-done,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,7623.2,1137.2,6717.5,128.8,8257.6,141.2,7702.3,189.7,5594.7,71.6,8801.9,286.1,7528.0,319.8
1664,1665,DarkKnight,https://www.fflogs.com/reports/VYJqvcgZbaN7WTwt#fight=18&type=damage-done,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,7621.2,1145.7,6643.5,129.2,8136.6,144.1,7432.9,193.0,6857.8,71.6,8677.8,286.0,7571.7,321.7
1665,1666,DarkKnight,https://www.fflogs.com/reports/Fq7J6AmB2adGftyh#fight=5&type=damage-done,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,7621.6,1140.2,7124.8,127.8,7911.2,145.1,7031.6,191.8,7619.3,71.6,8879.8,286.1,7403.6,317.7
1666,1667,DarkKnight,https://www.fflogs.com/reports/m2q1DAVyY4QCBzjR#fight=5&type=damage-done,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,7620.4,1130.4,7333.3,126.9,8379.9,134.9,7096.4,192.1,7714.0,71.6,8124.5,286.1,7474.9,318.9
1667,1668,DarkKnight,https://www.fflogs.com/reports/NqQmgY7xhBPCFWLr#fight=28&type=damage-done,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,7619.5,1138.6,6998.8,126.9,8494.7,142.9,7091.8,190.7,8018.9,71.6,8516.4,286.0,7284.7,320.4
1668,1669,DarkKnight,https://www.fflogs.com/reports/a:PkQz8wCNmAXL6Byc#fight=9&type=damage-done,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,7619.2,1141.5,6820.2,131.0,7759.1,143.8,7570.6,190.4,6490.7,71.7,8980.3,285.9,7480.2,318.8
1669,1670,DarkKnight,https://www.fflogs.com/reports/LDZAPnKNJYx9hGHm#fight=49&type=damage-done,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,7618.1,1146.8,7013.0,130.5,7893.0,144.9,7361.3,190.7,7394.2,71.6,8491.4,286.0,7521.3,323.1
1670,1671,DarkKnight,https://www.fflogs.com/reports/Z8BG3pJxFnbKhk1A#fight=2&type=damage-done,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,7617.9,1141.7,7160.7,129.7,7885.8,143.2,6877.5,191.1,8736.9,71.6,8316.9,285.9,7557.0,320.2
1671,1672,DarkKnight,https://www.fflogs.com/reports/wbfDBQYC7FztPJTg#fight=5&type=damage-done,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,7615.9,1144.3,6955.2,129.2,7975.7,143.0,7345.0,192.9,6518.9,71.6,8901.5,286.1,7476.8,321.6
1672,1673,DarkKnight,https://www.fflogs.com/reports/t21PWf378KmkLqYj#fight=14&type=damage-done,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,7615.4,1146.6,7147.1,130.1,7835.6,143.9,7792.2,192.4,6498.4,71.5,8644.8,286.1,7318.8,322.5
1673,1674,Paladin,https://www.fflogs.com/reports/jfktgXc1Jz9pxYWq#fight=12&type=damage-done,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,7608.3,1138.1,6717.9,127.3,8433.5,143.2,7301.8,188.4,7471.9,71.5,8394.2,286.1,7462.0,321.6
1674,1675,DarkKnight,https://www.fflogs.com/reports/y8cJaAHgXRNhD3fz#fight=17&type=damage-done,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,7612.4,1140.4,7155.2,129.5,8763.4,140.0,7150.4,193.7,6943.2,71.6,8488.8,285.9,7296.0,319.7
1675,1676,DarkKnight,https://www.fflogs.com/reports/Xmv8FyDwKPdLWqCM#fight=1&type=damage-done,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,7611.6,1146.4,6850.4,130.9,7789.1,144.6,7564.1,192.4,7645.8,71.6,8290.9,286.0,7562.1,320.9
1676,1677,DarkKnight,https://www.fflogs.com/reports/bWwMQXykRBfjFA48#fight=30&type=damage-done,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,7611.4,1146.0,6799.8,130.1,8488.5,144.3,7165.6,191.5,7209.2,71.6,8616.9,286.0,7433.0,322.5
1677,1678,DarkKnight,https://www.fflogs.com/reports/Ta7wMbdvrjH21KLZ#fight=55&type=damage-done,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,7609.6,1141.9,6959.1,126.9,7521.1,144.2,7495.3,192.2,6580.1,71.6,8947.2,286.1,7517.2,320.9
1678,1679,DarkKnight,https://www.fflogs.com/reports/2CytgfnBDKH3pbN9#fight=22&type=damage-done,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,7609.4,1146.4,7182.7,128.1,7740.0,144.4,7151.2,193.2,6404.3,71.6,9104.4,286.1,7476.8,323.1
1679,1680,DarkKnight,https://www.fflogs.com/reports/6rXJd3K1TGcDCfxL#fight=16&type=damage-done,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,7609.4,1146.0,6841.2,129.5,8049.6,145.0,7492.0,192.1,7131.6,71.6,8456.8,285.9,7501.8,321.9
1680,1681,DarkKnight,https://www.fflogs.com/reports/GchXvqMf7tK19QJA#fight=22&type=damage-done,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,7609.2,1139.1,6879.4,130.5,7605.3,140.2,7413.6,191.4,7398.3,71.7,8663.0,286.0,7559.3,319.4
1681,1682,DarkKnight,https://www.fflogs.com/reports/6xqPVH9d1ZAhwQn8#fight=27&type=damage-done,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,7609.0,1140.5,7239.1,128.4,8003.7,142.2,7717.9,191.0,6398.6,71.6,8352.9,286.0,7403.1,321.3
1682,1683,DarkKnight,https://www.fflogs.com/reports/r31vhmPakbD6AYFL#fight=18&type=damage-done,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,7608.6,1143.5,6969.5,130.3,7430.6,144.7,7691.5,188.2,5873.9,71.6,9013.4,286.0,7551.0,322.6
1683,1684,DarkKnight,https://www.fflogs.com/reports/dVk9Fa6PNvW2XfTb#fight=112&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,7608.4,1145.1,6936.3,128.4,7828.1,143.6,7703.7,192.2,6766.3,71.5,8773.1,286.0,7328.3,323.5
1684,1685,Gunbreaker,https://www.fflogs.com/reports/8FQ16MfwqNBbRyWT#fight=37&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,7570.7,1141.9,7123.2,128.5,8513.2,144.3,7411.4,190.4,6959.5,71.5,7599.0,286.0,7581.9,321.1
1685,1686,DarkKnight,https://www.fflogs.com/reports/rt8NMY9CvWHpygRq#fight=8&type=damage-done,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,7607.0,1137.6,6911.7,128.2,7573.8,141.6,7623.6,189.0,7215.9,71.6,8281.6,285.9,7663.0,321.3
1686,1687,DarkKnight,https://www.fflogs.com/reports/D2a9kh3g7dqKFBMT#fight=13&type=damage-done,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,7606.9,1145.0,7270.3,128.9,8089.1,143.0,7243.9,193.2,6818.4,71.6,8705.8,286.1,7350.6,322.2
1687,1688,DarkKnight,https://www.fflogs.com/reports/LH6kVAbGpJYgPnTX#fight=69&type=damage-done,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,7606.0,1147.1,6810.6,130.1,7818.3,145.0,7321.9,192.6,6536.1,71.6,9033.4,286.1,7521.7,321.7
1688,1689,DarkKnight,https://www.fflogs.com/reports/cndLyaD41VzbgXrq#fight=12&type=damage-done,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,7595.4,1146.6,6944.0,130.1,7859.0,143.8,7390.1,193.0,5442.7,71.6,8876.4,286.1,7674.7,322.1
1689,1690,DarkKnight,https://www.fflogs.com/reports/gHVNDAamxB37RynF#fight=8&type=damage-done,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,7605.1,1142.4,6985.5,129.1,7782.5,142.5,7692.7,191.1,6731.1,71.6,8673.0,286.0,7384.2,322.0
1690,1691,DarkKnight,https://www.fflogs.com/reports/7C8JdRQp4mxf6tqM#fight=14&type=damage-done,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,7604.1,1145.9,7124.4,130.5,7242.8,145.2,7506.9,190.7,6185.0,71.6,9086.5,286.1,7547.3,321.8
1691,1692,Paladin,https://www.fflogs.com/reports/qQd23N7AxKj1tnVg#fight=9&type=damage-done,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,7603.4,1138.7,7149.8,129.0,8821.2,142.7,7405.2,188.2,7341.4,71.5,8152.5,286.2,7173.8,321.1
1692,1693,Gunbreaker,https://www.fflogs.com/reports/Mq1VhYrNw6GxJgKt#fight=3&type=damage-done,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,7602.9,1139.8,6842.8,128.2,8067.8,141.9,7599.7,189.4,6931.1,71.7,8442.1,286.0,7459.1,322.8
1693,1694,DarkKnight,https://www.fflogs.com/reports/xRNnWAv2rc1m6h8L#fight=7&type=damage-done,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,7601.3,1142.1,7349.6,128.0,7612.5,142.4,7561.4,192.3,6505.2,71.6,8427.7,285.9,7521.8,321.9
1694,1695,DarkKnight,https://www.fflogs.com/reports/gqWcxVraZDKmAdYQ#fight=1&type=damage-done,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,7593.0,1145.4,6735.6,128.1,8431.9,144.5,7458.1,192.0,6841.1,71.6,8326.0,286.1,7481.1,323.1
1695,1696,DarkKnight,https://www.fflogs.com/reports/3YtKXRGvmQq2PJp1#fight=3&type=damage-done,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,7600.4,1143.5,6669.8,128.8,7873.7,142.8,7279.9,191.7,7001.1,71.6,8607.4,286.0,7703.5,322.7
1696,1697,DarkKnight,https://www.fflogs.com/reports/d6VtWCBzyNp178gT#fight=5&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,7600.4,1145.9,6729.9,130.1,8605.2,143.3,6689.8,193.0,7914.7,71.6,8729.4,286.1,7466.2,321.9
1697,1698,DarkKnight,https://www.fflogs.com/reports/xFGWrBqThLj6QYHw#fight=19&type=damage-done,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,7600.1,1145.2,6543.9,129.9,7887.4,144.9,7630.6,194.2,6545.4,71.7,9258.3,286.1,7288.1,318.4
1698,1699,Warrior,https://www.fflogs.com/reports/JG71tQnAWkVvaYgd#fight=12&type=damage-done,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,7600.0,1142.5,7021.8,130.7,8148.9,141.2,7227.6,193.5,7618.9,71.5,8598.9,286.1,7332.3,319.6
1699,1700,Warrior,https://www.fflogs.com/reports/NDfzRFbMhdxvPTna#fight=14&type=damage-done,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,7599.0,1138.2,6940.3,127.1,8192.7,142.2,7364.6,191.7,6386.9,71.6,8987.8,286.1,7296.6,319.5
1700,1701,DarkKnight,https://www.fflogs.com/reports/gJ31BjK8pVRXx2hN#fight=26&type=damage-done,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,7597.7,1142.6,6937.5,129.4,7241.9,142.2,7304.5,192.4,7755.7,71.6,8847.6,286.1,7538.6,320.8
1701,1702,DarkKnight,https://www.fflogs.com/reports/Wt1xyzARrQFngj6C#fight=26&type=damage-done,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,7596.5,1139.4,6530.6,129.0,8221.8,141.8,6938.5,190.1,6967.1,71.6,9159.8,286.0,7522.3,320.9
1702,1703,Gunbreaker,https://www.fflogs.com/reports/zjGCkqmXWxMY3V4y#fight=8&type=damage-done,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,7595.4,1134.4,7021.0,126.4,8128.5,142.1,7535.3,190.8,7190.4,71.8,7924.5,286.0,7582.1,317.2
1703,1704,Gunbreaker,https://www.fflogs.com/reports/RrALcPD9yvBCk2Fq#fight=4&type=damage-done,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,7594.9,1137.4,6916.5,128.6,8908.2,138.7,7075.8,192.8,7231.6,71.6,8093.3,285.9,7497.3,319.8
1704,1705,Warrior,https://www.fflogs.com/reports/43k1ZWNYGrKdF7Qg#fight=19&type=damage-done,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,7593.0,1138.5,7241.0,126.2,8115.7,144.5,7089.8,188.5,7306.4,71.6,8616.7,286.1,7333.5,321.6
1705,1706,Paladin,https://www.fflogs.com/reports/kyqLhWKbdGV32RvN#fight=14&type=damage-done,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,7592.5,1144.9,7041.6,130.7,9087.1,142.6,6804.8,193.1,7924.3,71.7,7865.8,286.1,7480.9,320.7
1706,1707,DarkKnight,https://www.fflogs.com/reports/c8NDZ9vfdGQ3kaCw#fight=9&type=damage-done,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,7592.1,1144.8,6599.2,130.2,8135.3,143.9,7402.4,192.9,6824.1,71.5,8566.1,285.9,7588.9,320.4
1707,1708,DarkKnight,https://www.fflogs.com/reports/zGptDgnjWMNaHX3Q#fight=36&type=damage-done,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,7591.9,1144.4,6978.7,129.7,7846.1,142.2,6921.9,192.0,8080.8,71.5,8821.1,286.1,7418.6,322.9
1708,1709,Paladin,https://www.fflogs.com/reports/KapBLzACFtmvYc7M#fight=7&type=damage-done,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,7591.5,1144.5,7337.7,128.9,8493.0,145.3,7193.4,192.0,7380.8,71.6,8124.2,286.1,7312.0,320.5
1709,1710,DarkKnight,https://www.fflogs.com/reports/3jA4xTZprGDgtcXR#fight=15&type=damage-done,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,7590.9,1139.5,6881.1,128.5,8171.9,142.1,7586.0,192.3,6317.9,71.6,8252.9,286.0,7593.6,319.1
1710,1711,DarkKnight,https://www.fflogs.com/reports/VTHadL4zBMJj2vNn#fight=20&type=damage-done,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,7589.4,1145.4,6870.6,130.2,8193.4,144.9,7372.1,190.3,6700.3,71.6,8814.3,286.0,7328.4,322.3
1711,1712,Paladin,https://www.fflogs.com/reports/Rvkmd2WpthNaXwfC#fight=14&type=damage-done,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,7589.0,1143.2,7243.2,128.9,8189.1,144.0,7094.6,191.0,7615.3,71.6,8413.7,286.0,7339.9,321.6
1712,1713,Gunbreaker,https://www.fflogs.com/reports/nGNkF9QjYfXTVvHc#fight=5&type=damage-done,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,7586.9,1146.5,6918.2,129.7,8161.2,143.8,7425.5,194.5,7293.4,71.6,8709.5,286.0,7216.0,321.0
1713,1714,DarkKnight,https://www.fflogs.com/reports/Hp43LRYzXyCJMPVm#fight=61&type=damage-done,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,7586.5,1141.0,7288.0,127.3,7677.5,142.8,6829.4,192.1,7628.0,71.5,8759.0,286.1,7501.8,321.2
1714,1715,DarkKnight,https://www.fflogs.com/reports/91bYyvP8cB3Rpth4#fight=9&type=damage-done,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,7585.7,1142.9,6512.2,129.6,7924.5,144.2,7356.5,190.6,6113.8,71.6,8826.1,286.1,7731.3,320.8
1715,1716,Gunbreaker,https://www.fflogs.com/reports/d8D37fQHakGcYNLK#fight=22&type=damage-done,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,7584.2,1143.9,7182.7,128.3,8387.4,145.2,7159.8,191.2,8034.1,71.6,8014.6,286.0,7353.3,321.5
1716,1717,Warrior,https://www.fflogs.com/reports/G9Wkf8xpyRHvt2Yc#fight=29&type=damage-done,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,7583.9,1141.6,6860.8,129.2,7511.3,142.8,7399.6,191.7,7753.9,71.6,8675.6,285.9,7450.4,320.4
1717,1718,DarkKnight,https://www.fflogs.com/reports/7PKwdD4Hy9ckCxVm#fight=6&type=damage-done,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,7583.5,1143.0,6899.3,128.9,7756.9,141.7,7484.5,191.5,6319.9,71.6,9199.8,286.0,7289.6,323.3
1718,1719,DarkKnight,https://www.fflogs.com/reports/dr3cqwXhZpkxzQ79#fight=1&type=damage-done,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,7583.3,1137.1,6922.5,128.0,8471.9,141.7,6659.8,190.7,7532.1,71.7,9123.5,285.9,7250.1,319.0
1719,1720,Paladin,https://www.fflogs.com/reports/GchXvqMf7tK19QJA#fight=22&type=damage-done,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,7583.3,1139.1,6838.4,130.5,8797.5,140.2,7163.9,191.4,7956.0,71.7,8257.0,286.0,7245.9,319.4
1720,1721,Warrior,https://www.fflogs.com/reports/mwGD3np6VMX2AjTC#fight=19&type=damage-done,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,7582.5,1138.7,7314.0,128.0,8165.7,139.2,7219.5,193.7,7549.6,71.7,8378.9,286.1,7263.5,320.0
1721,1722,DarkKnight,https://www.fflogs.com/reports/FpynG2Jfq1aHmt83#fight=27&type=damage-done,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,7581.5,1142.6,6894.3,128.9,8174.4,142.0,7264.3,191.2,6735.0,71.6,8930.7,286.1,7298.5,322.8
1722,1723,DarkKnight,https://www.fflogs.com/reports/tCjFTxV3PMzvYK9d#fight=15&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,7580.9,1143.1,6992.3,130.0,7998.5,144.1,7615.3,190.7,7678.1,71.8,8229.0,286.0,7295.4,320.4
1723,1724,Gunbreaker,https://www.fflogs.com/reports/YcKF2WG6LaHqrXm7#fight=5&type=damage-done,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,7580.5,1143.4,6724.2,130.0,8478.2,142.2,7235.9,193.3,7901.8,71.6,7928.7,286.1,7568.1,320.3
1724,1725,Paladin,https://www.fflogs.com/reports/XDmYk3GrZbja1WHn#fight=5&type=damage-done,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,7579.1,1144.7,6923.7,129.0,8451.8,144.2,7130.9,192.3,7329.0,71.6,8249.1,286.0,7476.1,321.6
1725,1726,DarkKnight,https://www.fflogs.com/reports/8zZN1Jfyjg74ntP3#fight=9&type=damage-done,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,7579.1,1138.8,6797.6,129.8,7813.0,143.3,7289.5,191.7,6972.4,71.5,8460.4,286.1,7683.5,316.4
1726,1727,Gunbreaker,https://www.fflogs.com/reports/ZrLX9TfnzatBR7wc#fight=13&type=damage-done,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,7578.5,1140.3,7175.4,129.7,8264.0,139.9,6940.8,192.9,7531.4,71.5,7743.4,285.9,7793.6,320.4
1727,1728,DarkKnight,https://www.fflogs.com/reports/FGCaJ4HLNBxzjTDb#fight=12&type=damage-done,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,7576.2,1140.2,6865.8,128.9,7880.8,143.9,7456.3,190.5,6330.4,71.6,8625.1,286.1,7548.8,319.2
1728,1729,Gunbreaker,https://www.fflogs.com/reports/padzPht9Cn2YLbVk#fight=9&type=damage-done,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,7575.8,1142.7,6758.3,128.5,7977.3,144.3,7410.8,190.3,7317.0,71.6,8520.9,285.9,7438.1,322.0
1729,1730,DarkKnight,https://www.fflogs.com/reports/brBgKYRvnhHyzc1T#fight=28&type=damage-done,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,7575.0,1144.3,6761.8,130.7,8242.0,143.3,6961.5,190.0,8024.2,71.6,8539.1,286.0,7436.1,322.8
1730,1731,DarkKnight,https://www.fflogs.com/reports/P8YZwKbBCHMcqphy#fight=37&type=damage-done,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,7573.1,1146.5,7438.9,128.8,7887.4,144.5,7360.1,193.3,6161.1,71.6,8482.3,286.0,7430.5,322.3
1731,1732,DarkKnight,https://www.fflogs.com/reports/fjCrMT2xQkBhz3qG#fight=21&type=damage-done,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,7570.8,1145.1,6956.1,129.0,8119.1,143.6,7660.7,192.2,6458.6,71.6,8509.1,286.1,7302.2,322.7
