,Rank,Job,Link,Astrologian,Bard,BlackMage,DarkKnight,Dragoon,Machinist,Monk,Ninja,Paladin,Scholar,Summoner,Warrior,WhiteMage,Red Mage,Samurai,Dancer,Gunbreaker,Reaper,Sage,TotalDPS,TotalTime,P1DPS,P1Time,P2DPS,P2Time,P3DPS,P3Time,P4DPS,P4Time,P5DPS,P5Time,P6DPS,P6Time
1732,1733,DarkKnight,https://www.fflogs.com/reports/My8cThmRHWFxCBDP#fight=2&type=damage-done,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,7569.0,1144.0,7082.5,128.6,7820.1,144.0,7522.2,192.9,7391.1,71.6,8444.7,286.1,7286.7,320.9
1733,1734,Gunbreaker,https://www.fflogs.com/reports/VLwHF2AqMzmtPGTj#fight=34&type=damage-done,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,7569.0,1137.7,6977.3,126.6,8051.1,143.8,7467.1,190.5,7425.4,71.5,8496.9,285.9,7228.9,319.4
1734,1735,DarkKnight,https://www.fflogs.com/reports/D6BP29AYTXqp7wMc#fight=5&type=damage-done,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,7568.7,1142.1,6718.3,127.4,7949.8,143.3,7700.2,193.4,6892.2,71.6,8569.1,285.9,7331.9,320.5
1735,1736,Paladin,https://www.fflogs.com/reports/TdJkbz9nLRh2GP3q#fight=15&type=damage-done,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,7562.5,1143.7,7099.0,127.5,8649.0,143.9,7280.3,192.0,7137.5,71.5,8273.2,286.1,7188.6,322.8
1736,1737,DarkKnight,https://www.fflogs.com/reports/94tjTfWDhaMZXm7b#fight=10&type=damage-done,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,7568.6,1142.4,6877.6,128.4,8439.7,144.2,6695.5,192.3,8698.6,71.6,8223.5,286.1,7459.6,319.9
1737,1738,DarkKnight,https://www.fflogs.com/reports/VjL7TKkPbhvf21GN#fight=13&type=damage-done,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,7567.8,1141.9,6686.8,128.9,8148.1,143.2,7759.8,190.3,6103.1,71.6,8584.1,286.0,7383.6,321.8
1738,1739,DarkKnight,https://www.fflogs.com/reports/pMF2n9d41vZ67AqG#fight=23&type=damage-done,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,7567.3,1144.9,7186.0,130.8,7940.8,142.9,7427.0,192.9,6226.7,71.6,8459.7,285.9,7474.0,320.8
1739,1740,DarkKnight,https://www.fflogs.com/reports/FqWK4wJYrfLVDyCn#fight=12&type=damage-done,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,7567.3,1140.9,6816.0,129.6,7945.2,143.3,7157.6,190.8,7589.4,71.6,8589.3,286.1,7455.4,319.7
1740,1741,DarkKnight,https://www.fflogs.com/reports/QkKM3Z8yAWcmjgJR#fight=7&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,7567.2,1145.6,6773.1,129.3,8479.9,143.0,6895.4,192.6,7715.9,71.6,8146.3,286.1,7619.8,323.0
1741,1742,DarkKnight,https://www.fflogs.com/reports/X96Rnwh3QVpcGvTH#fight=14&type=damage-done,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,7567.2,1142.4,7213.7,128.8,7740.6,144.5,7135.2,191.7,8091.5,71.6,8544.4,286.1,7282.4,319.8
1742,1743,DarkKnight,https://www.fflogs.com/reports/2BxKMtVcmCYTRDGQ#fight=15&type=damage-done,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,7566.0,1145.2,6856.0,129.4,7990.9,142.2,7445.7,192.8,6406.2,71.6,8657.3,286.1,7451.9,323.1
1743,1744,Warrior,https://www.fflogs.com/reports/bNhcm1VyrvD78WHM#fight=26&type=damage-done,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,7564.9,1136.3,6988.2,127.3,8040.5,141.8,7476.6,188.9,7532.6,71.6,8432.8,286.1,7227.1,320.6
1744,1745,DarkKnight,https://www.fflogs.com/reports/qrdDfa9WKjxZXy4z#fight=25&type=damage-done,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,7564.6,1138.3,6953.5,128.3,8059.2,139.1,7156.8,193.3,6444.9,71.6,8760.7,286.1,7484.8,320.0
1745,1746,Gunbreaker,https://www.fflogs.com/reports/rMxf4FB3k2pW8LRh#fight=8&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,7505.8,1142.5,6736.0,130.5,8959.9,142.5,7190.5,189.6,6882.7,71.5,7755.2,286.0,7440.8,322.4
1746,1747,DarkKnight,https://www.fflogs.com/reports/3BDXYZrvHwqmJthb#fight=9&type=damage-done,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,7559.4,1145.4,6608.5,129.0,7763.4,142.7,7266.6,192.8,6872.2,71.5,8983.0,286.0,7482.7,323.5
1747,1748,DarkKnight,https://www.fflogs.com/reports/T9JbpqBX6QzryNLk#fight=19&type=damage-done,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,7562.7,1145.2,6582.1,130.6,8013.6,142.5,7064.7,193.2,8327.5,71.5,8383.8,286.1,7549.3,321.3
1748,1749,DarkKnight,https://www.fflogs.com/reports/2VWnrFQfvBPJdh96#fight=20&type=damage-done,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,7562.3,1141.9,6545.4,129.5,8051.4,144.6,7624.4,190.4,6269.8,71.6,9017.5,286.0,7286.1,319.7
1749,1750,DarkKnight,https://www.fflogs.com/reports/HLqwAn9mWfjT7bX8#fight=12&type=damage-done,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,7561.9,1142.0,7069.5,127.3,7468.8,144.4,7570.1,190.9,6712.0,71.6,8354.8,286.0,7580.6,321.8
1750,1751,DarkKnight,https://www.fflogs.com/reports/aH2KzQZtfPR7m4rV#fight=3&type=damage-done,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,7561.6,1147.6,6645.5,129.6,7953.7,144.9,7120.8,192.6,6855.0,71.6,8415.8,285.9,7784.9,323.0
1751,1752,Warrior,https://www.fflogs.com/reports/t7DkGrTVM6FfJcRN#fight=4&type=damage-done,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,7560.6,1140.7,7190.0,128.8,7761.6,144.4,7139.2,190.8,7927.6,71.5,8712.1,286.2,7201.8,318.9
1752,1753,DarkKnight,https://www.fflogs.com/reports/pC2cT8m9D1h3yWLV#fight=5&type=damage-done,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,7560.3,1146.3,6721.0,129.8,7979.6,144.1,7176.6,192.6,6092.8,71.6,8373.3,286.0,7880.8,322.2
1753,1754,DarkKnight,https://www.fflogs.com/reports/t3zjZYAXdyLGHmP4#fight=19&type=damage-done,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,7558.0,1145.8,6883.2,129.8,7789.3,145.3,7750.2,193.0,6695.2,71.6,8609.6,286.0,7277.8,320.1
1754,1755,DarkKnight,https://www.fflogs.com/reports/7Kaw16LAC2NzdV8Q#fight=10&type=damage-done,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,7559.7,1133.6,6737.7,127.2,8127.1,142.6,7643.4,188.6,6908.8,71.5,8165.7,285.9,7466.1,317.7
1755,1756,DarkKnight,https://www.fflogs.com/reports/naj91vcZgJfyXWTV#fight=13&type=damage-done,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,7559.2,1136.8,6667.1,124.1,7897.2,144.9,7659.5,189.3,6364.5,71.6,8471.2,286.0,7523.4,320.9
1756,1757,DarkKnight,https://www.fflogs.com/reports/HFDVPYM4cGjBWbwZ#fight=20&type=damage-done,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,7547.7,1143.2,6662.7,129.0,7783.5,143.6,7011.3,193.0,6239.1,71.6,8860.5,286.1,7759.4,319.9
1757,1758,DarkKnight,https://www.fflogs.com/reports/1N8TKMhapX4rF2fY#fight=3&type=damage-done,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,7558.9,1142.5,6828.1,128.4,6889.8,144.8,8070.7,191.1,5977.9,71.5,8508.1,286.1,7712.5,320.6
1758,1759,DarkKnight,https://www.fflogs.com/reports/2QRp4KryGcqdVNgP#fight=9&type=damage-done,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,7558.6,1145.0,7162.9,131.1,7710.7,143.8,7048.9,190.5,7111.7,71.6,8765.7,286.1,7429.5,321.8
1759,1760,DarkKnight,https://www.fflogs.com/reports/NDcj2AFvr3HL6kPg#fight=3&type=damage-done,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,7556.9,1144.0,6865.1,130.1,7886.4,144.5,7140.9,190.6,8079.8,71.6,8566.6,286.1,7343.5,321.0
1760,1761,Gunbreaker,https://www.fflogs.com/reports/tVTLMaDmQJHNnvZ1#fight=18&type=damage-done,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,7556.5,1144.3,6889.2,128.8,8605.0,144.9,6857.3,193.3,7225.2,71.6,8255.0,286.1,7533.4,319.6
1761,1762,DarkKnight,https://www.fflogs.com/reports/AFhPGJCdTMjVKnq4#fight=15&type=damage-done,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,7556.5,1135.8,7181.2,121.8,8722.3,145.3,6541.8,189.3,7896.1,71.6,8352.6,285.9,7315.2,321.8
1762,1763,Warrior,https://www.fflogs.com/reports/nGP1RQ48d3qXWmaZ#fight=10&type=damage-done,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,7555.3,1141.5,6981.4,129.0,8052.2,142.8,7120.0,189.4,7707.8,71.8,8373.5,286.1,7403.0,322.4
1763,1764,Gunbreaker,https://www.fflogs.com/reports/3hK7DQTZc6d9NvzX#fight=10&type=damage-done,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,7554.0,1135.6,6603.2,127.7,8966.9,136.0,6570.4,190.9,7365.4,71.6,8732.7,286.0,7427.8,323.4
1764,1765,DarkKnight,https://www.fflogs.com/reports/nmDgRBdJ27Hfq3pN#fight=8&type=damage-done,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,7553.8,1141.8,6721.4,128.6,7752.1,142.3,7759.5,192.0,5927.4,71.6,8585.1,286.0,7526.7,321.3
1765,1766,DarkKnight,https://www.fflogs.com/reports/wHkPB7hCqzrZT8b6#fight=14&type=damage-done,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,7553.6,1143.5,6958.2,129.9,8298.1,143.2,7153.5,191.1,7078.5,71.6,8387.7,286.0,7409.9,321.7
1766,1767,DarkKnight,https://www.fflogs.com/reports/6BGMhN4Wx9nD7rmk#fight=7&type=damage-done,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,7553.4,1147.3,7083.5,129.4,7658.4,143.8,7647.8,193.3,5954.5,71.5,8261.0,286.1,7627.3,323.3
1767,1768,Gunbreaker,https://www.fflogs.com/reports/nA2YmJRpr1fxNGHF#fight=11&type=damage-done,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,7553.1,1142.8,6649.4,128.8,8242.3,144.3,7321.9,190.4,8445.1,71.5,7783.8,286.1,7518.7,321.8
1768,1769,Gunbreaker,https://www.fflogs.com/reports/xyzVc27Hh4JNGrFj#fight=5&type=damage-done,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,7551.4,1142.4,7166.2,128.4,8457.6,143.0,7421.5,191.7,7252.0,71.5,7592.6,286.1,7465.1,321.7
1769,1770,Gunbreaker,https://www.fflogs.com/reports/h8d967MAQ1LmyZjc#fight=30&type=damage-done,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,7550.2,1145.9,6607.5,128.5,8325.3,143.6,7069.5,192.9,7214.1,71.5,8387.2,286.1,7576.3,323.2
1770,1771,DarkKnight,https://www.fflogs.com/reports/YfnFzaA8yWBhk6dM#fight=10&type=damage-done,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,7550.2,1141.8,6751.0,126.9,7741.4,142.3,7238.3,192.0,7172.4,71.6,8803.4,286.0,7437.7,322.9
1771,1772,DarkKnight,https://www.fflogs.com/reports/jNbgY9nF21wMa7R3#fight=19&type=damage-done,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,7549.6,1139.6,6863.7,130.6,8520.8,139.5,6954.5,189.0,8174.2,71.6,8161.6,286.1,7372.1,322.9
1772,1773,DarkKnight,https://www.fflogs.com/reports/KD7BqJVPhn1LpzXb#fight=8&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,7548.8,1145.4,6818.0,129.0,7545.8,144.7,7613.6,192.5,6343.3,71.6,8899.5,286.0,7384.1,321.6
1773,1774,Warrior,https://www.fflogs.com/reports/Gb9nXVWr8KZNwfmJ#fight=9&type=damage-done,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,7548.8,1138.2,6857.2,129.4,8220.2,142.8,7264.7,190.7,7136.7,71.6,8691.8,286.0,7228.2,317.7
1774,1775,DarkKnight,https://www.fflogs.com/reports/nRtdvcbTjFhGfgw8#fight=8&type=damage-done,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,7548.0,1143.0,6800.2,129.1,8320.9,145.1,7406.2,190.3,6918.7,71.6,8142.5,285.9,7465.5,321.0
1775,1776,Paladin,https://www.fflogs.com/reports/zA3wXJKTD9yPmrtq#fight=18&type=damage-done,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,7548.0,1140.0,7082.0,129.2,7929.1,142.0,7397.8,190.9,8073.6,71.6,8068.1,286.1,7310.3,320.3
1776,1777,Warrior,https://www.fflogs.com/reports/a:jQgLR79NwYF3x4cZ#fight=11&type=damage-done,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,7546.3,1140.4,6896.0,129.1,7936.5,144.0,7259.9,190.0,7575.1,71.5,8254.8,285.9,7472.5,319.8
1777,1778,Gunbreaker,https://www.fflogs.com/reports/gVZq4AYd1mxBXbJh#fight=16&type=damage-done,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,7546.0,1143.7,7065.9,129.7,8090.0,143.7,7102.6,191.6,7496.1,71.6,8079.8,285.9,7531.7,321.2
1778,1779,DarkKnight,https://www.fflogs.com/reports/vTbQ4fyxCGmnLPh9#fight=20&type=damage-done,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,7544.3,1138.0,6939.0,130.2,7821.0,142.2,7777.4,188.8,6171.9,71.6,8009.5,286.1,7618.0,319.2
1779,1780,Paladin,https://www.fflogs.com/reports/8LXz6Nb4mQJAyPqa#fight=15&type=damage-done,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,7542.8,1142.7,6524.4,129.4,8528.9,143.1,7338.7,192.9,7671.2,71.6,8059.5,286.0,7429.5,319.7
1780,1781,DarkKnight,https://www.fflogs.com/reports/KgdnGMHkJDPtya49#fight=6&type=damage-done,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,7541.2,1147.0,6903.6,129.6,8166.3,143.8,6579.0,192.8,8410.9,71.6,8140.0,286.1,7655.2,323.1
1781,1782,DarkKnight,https://www.fflogs.com/reports/zFT1C39D4GKdpqhL#fight=2&type=damage-done,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,7541.1,1146.1,6753.7,129.3,7457.2,144.1,7224.9,193.7,7101.2,71.6,8765.0,286.1,7579.2,321.3
1782,1783,DarkKnight,https://www.fflogs.com/reports/4mF2nw3VbjvDYXgy#fight=21&type=damage-done,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,7540.8,1141.3,6888.5,130.7,7647.7,141.9,7169.6,189.8,6387.7,71.5,9027.4,286.1,7469.6,321.4
1783,1784,DarkKnight,https://www.fflogs.com/reports/yhKmYxz3JTB9bpN7#fight=10&type=damage-done,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,7540.0,1144.2,6819.0,128.7,7720.6,142.8,7399.3,192.5,6553.3,71.6,8522.4,286.0,7568.0,322.6
1784,1785,DarkKnight,https://www.fflogs.com/reports/4NGaqf1X8t6v2jTy#fight=20&type=damage-done,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,7539.6,1144.6,6918.8,129.5,7794.1,144.2,7576.8,191.2,6026.7,71.6,8841.8,286.1,7317.0,321.9
1785,1786,DarkKnight,https://www.fflogs.com/reports/PkZYwhTaG1X8MQyr#fight=7&type=damage-done,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,7538.0,1146.3,6735.4,130.1,8170.3,143.8,7156.5,192.6,7025.1,71.5,8564.4,286.1,7437.7,322.2
1786,1787,Gunbreaker,https://www.fflogs.com/reports/a:DgtjvpThM861P2A9#fight=26&type=damage-done,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,7537.7,1142.6,6697.0,129.4,8351.5,142.2,7160.6,192.4,7807.2,71.6,8375.7,286.1,7316.0,320.8
1787,1788,Warrior,https://www.fflogs.com/reports/hmKvrPjB8cg3wx6Q#fight=4&type=damage-done,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,7536.8,1142.2,7368.7,129.0,7875.0,144.9,6914.6,191.5,7356.5,71.6,8529.0,286.1,7341.4,319.1
1788,1789,DarkKnight,https://www.fflogs.com/reports/YAJHVD4aynNQjLvG#fight=1&type=damage-done,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,7536.4,1144.1,6718.3,131.4,8020.7,142.6,7532.8,191.7,5955.1,71.6,8599.3,285.9,7486.7,320.9
1789,1790,Gunbreaker,https://www.fflogs.com/reports/62kGTfdYRAHKwZx7#fight=117&type=damage-done,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,7536.4,1146.6,6948.3,130.5,7857.0,144.7,7311.2,191.6,7883.0,71.5,7998.8,286.0,7497.8,322.4
1790,1791,Gunbreaker,https://www.fflogs.com/reports/WpLqj2PM1HZtrJDX#fight=10&type=damage-done,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,7486.4,1140.8,6898.5,127.1,8127.0,144.0,6977.1,189.9,7347.3,71.6,8142.0,285.9,7464.8,322.3
1791,1792,Gunbreaker,https://www.fflogs.com/reports/CjXBYmwPVt3RDhKQ#fight=26&type=damage-done,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,7535.7,1147.4,7162.3,130.5,8334.5,144.9,7244.6,192.5,7274.6,71.6,8085.6,285.9,7302.5,321.9
1792,1793,DarkKnight,https://www.fflogs.com/reports/2zAbqCNt4aMyvVRD#fight=5&type=damage-done,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,7535.6,1146.0,6710.1,129.1,7701.1,145.1,7293.8,191.7,7369.9,71.6,8524.6,285.9,7509.1,322.7
1793,1794,DarkKnight,https://www.fflogs.com/reports/xDFPZq162YWXAgQj#fight=8&type=damage-done,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,7535.6,1145.5,7119.6,129.7,8077.3,144.5,6905.4,190.4,7729.9,71.6,8303.5,285.9,7421.4,323.3
1794,1795,DarkKnight,https://www.fflogs.com/reports/aPdN1qRHJjcZb8MD#fight=5&type=damage-done,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,7535.0,1143.5,7103.5,129.5,7333.6,143.2,6948.6,194.1,7062.4,71.6,8664.3,286.1,7676.6,319.0
1795,1796,DarkKnight,https://www.fflogs.com/reports/tr9gHLNhqnvGfPwJ#fight=24&type=damage-done,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,7534.8,1140.9,6592.0,129.4,8273.8,141.9,7262.6,191.6,6836.4,71.6,8577.8,286.0,7421.7,320.2
1796,1797,DarkKnight,https://www.fflogs.com/reports/GChnF14NdWwbZjLM#fight=12&type=damage-done,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,7534.0,1136.2,6695.1,129.3,8288.0,140.9,7801.4,185.9,5490.5,71.6,8765.9,286.1,7226.9,322.5
1797,1798,DarkKnight,https://www.fflogs.com/reports/Nm6DQzCBp3dwaktZ#fight=24&type=damage-done,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,7533.8,1146.1,6560.0,129.7,8300.9,144.4,7408.0,192.7,5631.9,71.6,8770.8,285.9,7475.7,321.9
1798,1799,Gunbreaker,https://www.fflogs.com/reports/3khM8pcqrVmNDFCf#fight=10&type=damage-done,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,7533.7,1139.5,6960.2,127.2,8167.8,143.2,7515.3,188.9,7060.0,71.6,8223.6,286.1,7271.6,322.5
1799,1800,DarkKnight,https://www.fflogs.com/reports/ArGMnRL8BwCQ6xZa#fight=4&type=damage-done,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,7533.2,1142.1,6630.8,128.5,8225.5,141.9,6903.7,194.6,7873.9,71.5,8363.0,286.1,7538.6,319.5
1800,1801,DarkKnight,https://www.fflogs.com/reports/LxTwPQYzkrNF8Vy6#fight=17&type=damage-done,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,7532.8,1140.5,6947.0,130.4,7825.3,142.2,6988.4,192.6,6454.8,71.5,8571.9,286.1,7685.8,317.7
1801,1802,DarkKnight,https://www.fflogs.com/reports/2zaJ9HmPMtw1CnG3#fight=13&type=damage-done,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,7532.1,1143.1,6886.6,128.3,7799.6,144.2,7376.6,191.0,6449.7,71.6,8442.1,286.0,7552.0,322.0
1802,1803,Gunbreaker,https://www.fflogs.com/reports/2T7ghRXqjFMvYWBP#fight=13&type=damage-done,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,7530.8,1146.4,6816.2,130.4,7880.8,143.7,7107.5,192.7,7351.6,71.6,8327.7,286.1,7589.7,321.9
1803,1804,Paladin,https://www.fflogs.com/reports/qKpP9tAw2GjJZnxy#fight=22&type=damage-done,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,7529.8,1143.8,7300.2,129.3,8294.6,144.4,7133.4,192.5,7905.4,71.5,8025.3,286.0,7200.0,320.0
1804,1805,DarkKnight,https://www.fflogs.com/reports/K9rXDAFTQn4qCfwy#fight=35&type=damage-done,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,7496.8,1145.9,6724.3,129.9,7699.0,143.5,7313.2,192.1,6570.6,71.4,8896.7,286.0,7333.9,322.9
1805,1806,Gunbreaker,https://www.fflogs.com/reports/v8yNZqVGRnJMWbgf#fight=18&type=damage-done,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,7490.6,1146.7,6846.4,130.5,8625.2,144.3,7139.5,193.1,7469.4,71.5,7604.0,286.1,7467.0,321.3
1806,1807,DarkKnight,https://www.fflogs.com/reports/DWRthTAKYvQGqmga#fight=14&type=damage-done,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,7528.7,1140.5,6971.4,129.8,8325.5,144.1,7021.4,189.3,7651.2,71.5,8407.7,286.1,7250.8,319.7
1807,1808,Gunbreaker,https://www.fflogs.com/reports/QcqAnYLW76x9NRrM#fight=8&type=damage-done,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,7473.8,1141.9,6563.0,130.4,8473.7,144.8,7098.5,190.4,7815.8,71.6,8186.9,285.9,7247.0,318.7
1808,1809,DarkKnight,https://www.fflogs.com/reports/1f7hwRMW3YBVPbFJ#fight=13&type=damage-done,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,7524.5,1142.6,6939.5,130.6,8601.2,141.9,7178.6,191.0,6775.9,71.7,8249.3,286.0,7322.6,321.4
1809,1810,DarkKnight,https://www.fflogs.com/reports/hmKvrPjB8cg3wx6Q#fight=4&type=damage-done,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,7525.1,1142.2,6565.9,129.0,7984.9,144.9,7571.4,191.5,6418.1,71.6,8230.8,286.1,7608.9,319.1
1810,1811,Paladin,https://www.fflogs.com/reports/tLjX2PKBhcCYf1r6#fight=8&type=damage-done,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,7525.1,1143.5,6651.2,130.3,8261.0,142.8,7281.0,191.7,7238.6,71.6,7951.7,286.1,7610.4,321.0
1811,1812,DarkKnight,https://www.fflogs.com/reports/KD9fVXwr3Hz7TpRQ#fight=2&type=damage-done,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,7525.0,1146.2,7146.0,127.1,7946.7,144.8,7194.3,193.7,7803.2,71.6,8109.1,286.0,7350.0,322.9
1812,1813,DarkKnight,https://www.fflogs.com/reports/fRFQKP7XnG3xdtMY#fight=23&type=damage-done,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,7524.2,1138.8,6721.6,129.6,7927.3,142.7,7431.3,191.6,6294.5,71.6,8751.2,286.1,7386.1,317.1
1813,1814,DarkKnight,https://www.fflogs.com/reports/x6XwAQBpcJ1VKjY4#fight=8&type=damage-done,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,7523.6,1145.9,6981.9,129.4,7929.3,143.9,7954.7,191.3,6607.5,71.8,7831.8,286.2,7378.2,323.3
1814,1815,DarkKnight,https://www.fflogs.com/reports/LdzqjrFbvWmVRAHY#fight=17&type=damage-done,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,7521.5,1146.8,7041.6,129.5,7575.9,144.2,7238.8,193.7,6143.2,71.6,8552.3,286.0,7629.5,321.8
1815,1816,DarkKnight,https://www.fflogs.com/reports/4cKGNB937aFzqdVD#fight=5&type=damage-done,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,7520.6,1148.0,7052.9,129.8,7463.8,145.7,7113.2,193.0,8529.1,71.7,8176.9,286.1,7455.6,321.6
1816,1817,Paladin,https://www.fflogs.com/reports/ZrLX9TfnzatBR7wc#fight=13&type=damage-done,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,7519.9,1140.3,6898.0,129.7,8305.2,139.9,7255.6,192.9,7234.7,71.5,8262.1,285.9,7311.3,320.4
1817,1818,Paladin,https://www.fflogs.com/reports/Zm81pXHKb9gnjPRq#fight=10&type=damage-done,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,7517.5,1139.5,7144.5,128.3,8054.9,144.0,7150.3,191.0,7202.4,71.6,8162.2,285.9,7397.8,318.6
1818,1819,DarkKnight,https://www.fflogs.com/reports/HdNLnpZw9q23XC1K#fight=12&type=damage-done,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,7517.3,1137.4,6913.2,130.6,7702.5,144.5,7099.5,183.6,7205.2,71.6,8705.0,286.1,7391.2,321.0
